eartag,date,dpi,barn,innoc,barni,general,temp,feces,odnd,headmucos,resp,totscore,autosum,tempc,,,,
25,22/4/2020,15,4,0,4b,0,0,0,0,1,0,1,1,39.3,,,,
39,22/4/2020,15,4,0,4b,0,0,0,1,0,0,1,1,39.5,,,,
9,22/4/2020,15,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
30,22/4/2020,15,5,0,5b,0,0,0,0,0,0,0,0,38.7,,,,
44,22/4/2020,15,5,0,5b,0,0,0,0,0,0,0,0,38.9,,,,
51,22/4/2020,15,5,0,5b,0,0,0,0,0,0,0,0,38.9,,,,
53,22/4/2020,15,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
61,22/4/2020,15,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
2,22/4/2020,15,6,1,6a,1,0,0,1,1,0,3,3,38.9,,,,
36,22/4/2020,15,6,1,6a,1,0,0,1,1,1,4,4,38.8,,,,", coughing"
46,22/4/2020,15,6,1,6a,1,0,0,1,1,1,4,4,38.8,,,,", coughing"
47,22/4/2020,15,6,1,6a,0,0,0,1,0,1,2,2,39,,,,
12,22/4/2020,15,6,0,6b,1,2,1,1,1,0,6,6,40.3,,,,
17,22/4/2020,15,6,0,6b,0,0,0,0,0,1,1,1,39,,,,
32,22/4/2020,15,6,0,6b,0,2,0,1,1,0,4,4,40.1,,,,
37,22/4/2020,15,6,0,6b,1,1,1,1,1,0,5,5,39.9,,,,
1,23/4/2020,16,4,1,4a,0,0,0,1,0,0,1,1,38.2,,,,
8,23/4/2020,16,4,1,4a,0,0,0,0,0,0,0,0,38.5,,,,
20,23/4/2020,16,4,1,4a,0,0,0,1,0,0,1,1,38.7,,,,
21,23/4/2020,16,4,1,4a,1,0,1,1,1,1,5,5,36.4,,,,", coughing"
23,23/4/2020,16,4,0,4b,1,0,0,1,1,1,4,4,39,,,,", coughing"
24,23/4/2020,16,4,0,4b,0,1,0,1,1,0,3,3,39.7,,,,
25,23/4/2020,16,4,0,4b,0,1,0,0,1,0,2,2,39.8,,,,
39,23/4/2020,16,4,0,4b,0,0,0,1,0,0,1,1,39.1,,,,
9,23/4/2020,16,5,0,5b,0,0,0,0,0,0,0,0,39,,,,
30,23/4/2020,16,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
44,23/4/2020,16,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
51,23/4/2020,16,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
53,23/4/2020,16,5,0,5b,0,0,0,0,0,0,0,0,39,,,,
61,23/4/2020,16,5,0,5b,0,0,0,0,0,0,0,0,38.9,,,,
2,23/4/2020,16,6,1,6a,1,0,1,1,1,0,4,4,39.5,,,,
36,23/4/2020,16,6,1,6a,1,0,0,1,1,1,4,4,38.7,,,,", coughing"
46,23/4/2020,16,6,1,6a,1,0,0,1,1,1,4,4,39.3,,,,", coughing"
47,23/4/2020,16,6,1,6a,0,1,1,1,1,1,5,5,40,,,,", coughing"
12,23/4/2020,16,6,0,6b,1,1,1,1,1,0,5,5,40,,,,
17,23/4/2020,16,6,0,6b,0,0,0,0,0,1,1,1,39.5,,,,
32,23/4/2020,16,6,0,6b,0,1,0,1,1,0,3,3,39.9,,,,
37,23/4/2020,16,6,0,6b,0,1,1,1,1,0,4,4,39.6,,,,
1,24/4/2020,17,4,1,4a,0,0,0,1,0,0,1,1,38.8,,,,
8,24/4/2020,17,4,1,4a,0,0,0,0,0,0,0,0,39,,,,
20,24/4/2020,17,4,1,4a,0,0,0,1,0,0,1,1,38.7,,,,
21,24/4/2020,17,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,
23,24/4/2020,17,4,0,4b,0,0,0,1,1,1,3,3,38.6,,,,", coughing"
24,24/4/2020,17,4,0,4b,0,1,0,0,1,0,2,2,39.7,,,,
25,24/4/2020,17,4,0,4b,1,2,1,1,1,0,6,6,40.8,,,,
39,24/4/2020,17,4,0,4b,0,1,0,0,0,0,1,1,39.8,,,,
9,24/4/2020,17,5,0,5b,0,0,0,0,0,0,0,0,38.6,,,,
30,24/4/2020,17,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
44,24/4/2020,17,5,0,5b,0,0,0,0,0,0,0,0,38.6,,,,
51,24/4/2020,17,5,0,5b,0,0,0,0,0,0,0,0,39.2,,,,
53,24/4/2020,17,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
61,24/4/2020,17,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
2,24/4/2020,17,6,1,6a,1,0,0,1,1,0,3,3,39.4,,,,
36,24/4/2020,17,6,1,6a,1,0,0,1,1,0,3,3,38.7,,,,
46,24/4/2020,17,6,1,6a,1,0,0,1,1,1,4,4,39.3,,,,", coughing"
47,24/4/2020,17,6,1,6a,0,0,1,1,1,1,4,4,39.4,,,,", coughing"
12,24/4/2020,17,6,0,6b,1,1,0,1,1,0,4,4,39.6,,,,
17,24/4/2020,17,6,0,6b,0,1,0,0,1,1,3,3,39.6,,"in, coughing",,
32,24/4/2020,17,6,0,6b,0,1,0,1,1,0,3,3,39.7,,,,
37,24/4/2020,17,6,0,6b,0,1,1,1,1,0,4,4,39.9,,,,
1,25/4/2020,18,4,1,4a,0,0,0,1,0,0,1,1,38.6,,,,
8,25/4/2020,18,4,1,4a,0,0,0,0,0,0,0,0,38.7,,,,
20,25/4/2020,18,4,1,4a,0,0,0,0,0,0,0,0,38.9,,,,
21,25/4/2020,18,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,23 to 4/24,,,
23,25/4/2020,18,4,0,4b,1,2,0,1,1,1,6,6,40.4,,,,", coughing"
24,25/4/2020,18,4,0,4b,1,1,0,1,1,1,5,5,40,,,,", coughing"
25,25/4/2020,18,4,0,4b,0,0,0,1,1,0,2,2,39.3,,,,
39,25/4/2020,18,4,0,4b,1,1,1,1,1,1,6,6,39.9,,,,", coughing"
9,25/4/2020,18,5,0,5b,0,0,0,0,0,0,0,0,38.6,,,,
30,25/4/2020,18,5,0,5b,0,0,0,0,0,0,0,0,39.2,,,,
44,25/4/2020,18,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
51,25/4/2020,18,5,0,5b,0,0,0,0,0,0,0,0,39.2,,,,
53,25/4/2020,18,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
61,25/4/2020,18,5,0,5b,0,0,0,0,0,0,0,0,38.9,,,,
2,25/4/2020,18,6,1,6a,1,0,1,1,1,0,4,4,39.1,,,,
36,25/4/2020,18,6,1,6a,2,0,0,1,1,1,5,5,38.5,,,,", coughing"
46,25/4/2020,18,6,1,6a,1,0,0,0,0,0,1,1,38.7,,,,
47,25/4/2020,18,6,1,6a,0,0,1,1,0,1,3,3,39,,,,
12,25/4/2020,18,6,0,6b,1,0,0,1,1,0,3,3,38.6,,,,
17,25/4/2020,18,6,0,6b,0,1,0,0,0,1,2,2,39.9,,,,
32,25/4/2020,18,6,0,6b,0,1,0,1,1,0,3,3,39.8,,,,
37,25/4/2020,18,6,0,6b,0,1,1,1,1,0,4,4,39.6,,,,
1,26/4/2020,19,4,1,4a,0,0,0,0,0,0,0,0,38.6,,,,
8,26/4/2020,19,4,1,4a,0,0,0,0,0,0,0,0,38.7,,,,
20,26/4/2020,19,4,1,4a,0,0,0,0,0,0,0,0,39,,,,
21,26/4/2020,19,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,
23,26/4/2020,19,4,0,4b,1,0,0,1,1,1,4,4,39.2,,,,", coughing"
24,26/4/2020,19,4,0,4b,1,2,0,1,1,1,6,6,40.5,,,,", coughing"
25,26/4/2020,19,4,0,4b,0,0,0,0,1,1,2,2,38.1,,,,
39,26/4/2020,19,4,0,4b,1,0,0,1,1,1,4,4,38.8,,,,", coughing"
9,26/4/2020,19,5,0,5b,0,0,0,0,0,0,0,0,38.2,,,,
30,26/4/2020,19,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
44,26/4/2020,19,5,0,5b,0,0,0,0,0,0,0,0,39,,,,
51,26/4/2020,19,5,0,5b,0,0,0,0,0,0,0,0,39.4,,,,
53,26/4/2020,19,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
61,26/4/2020,19,5,0,5b,0,0,0,0,0,0,0,0,38.6,,,,
2,26/4/2020,19,6,1,6a,0,0,0,1,1,0,2,2,39.1,,,,
36,26/4/2020,19,6,1,6a,1,0,0,1,1,1,4,4,38.6,,,,", coughing"
46,26/4/2020,19,6,1,6a,0,0,0,0,1,1,2,2,38.9,,& coughing,,
47,26/4/2020,19,6,1,6a,0,0,0,0,1,0,1,1,38.6,,,,
12,26/4/2020,19,6,0,6b,0,0,0,1,1,0,2,2,38.8,,,,
17,26/4/2020,19,6,0,6b,1,2,0,1,1,0,5,5,40.7,,,,
32,26/4/2020,19,6,0,6b,1,0,0,1,1,0,3,3,38.8,,,,
37,26/4/2020,19,6,0,6b,0,0,0,1,1,0,2,2,39.3,,,,
1,27/4/2020,20,4,1,4a,0,0,0,0,0,0,0,0,38.6,,,,
8,27/4/2020,20,4,1,4a,0,0,0,0,0,0,0,0,38.5,,,,
20,27/4/2020,20,4,1,4a,0,0,0,0,0,0,0,0,39,,,,
21,27/4/2020,20,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,
23,27/4/2020,20,4,0,4b,1,2,0,1,1,1,6,6,40.1,,,,", coughing"
24,27/4/2020,20,4,0,4b,2,1,0,1,1,1,6,6,40,,,,", coughing"
25,27/4/2020,20,4,0,4b,0,0,0,0,1,0,1,1,38.4,,,,
39,27/4/2020,20,4,0,4b,2,0,0,1,0,1,4,4,39,,,,
9,27/4/2020,20,5,0,5b,0,0,0,0,0,0,0,0,38.1,,,,
30,27/4/2020,20,5,0,5b,0,0,0,0,0,0,0,0,39,,,,
44,27/4/2020,20,5,0,5b,0,0,0,0,0,0,0,0,38.6,,,,
51,27/4/2020,20,5,0,5b,0,0,0,0,0,0,0,0,39,,,,
53,27/4/2020,20,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
61,27/4/2020,20,5,0,5b,0,0,0,0,0,0,0,0,38.6,,,,
2,27/4/2020,20,6,1,6a,1,0,1,1,1,0,4,4,39.2,,,,
36,27/4/2020,20,6,1,6a,2,0,0,1,1,1,5,5,38.9,,,,", coughing"
46,27/4/2020,20,6,1,6a,1,0,0,0,1,1,3,3,39.1,,& coughing,,
47,27/4/2020,20,6,1,6a,0,0,1,0,1,1,3,3,39.4,,& coughing,,
12,27/4/2020,20,6,0,6b,1,0,1,1,1,1,5,5,39.3,,,,", coughing"
17,27/4/2020,20,6,0,6b,1,0,0,1,1,1,4,4,39.3,,,,", coughing"
32,27/4/2020,20,6,0,6b,1,0,0,1,1,0,3,3,39.5,,,,
37,27/4/2020,20,6,0,6b,1,1,1,1,1,0,5,5,39.6,,,,
1,28/4/2020,21,4,1,4a,0,0,0,1,0,0,1,1,38.5,,,,
8,28/4/2020,21,4,1,4a,1,0,0,0,0,0,1,1,39.1,,,,
20,28/4/2020,21,4,1,4a,0,1,0,0,0,0,1,1,39.9,,,,
21,28/4/2020,21,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,
23,28/4/2020,21,4,0,4b,1,1,0,1,1,1,5,5,39.9,,,,", coughing"
24,28/4/2020,21,4,0,4b,1,1,0,1,1,1,5,5,39.6,,,,", coughing"
25,28/4/2020,21,4,0,4b,1,0,0,0,1,0,2,2,38.5,,,,
39,28/4/2020,21,4,0,4b,1,0,0,1,0,1,3,3,39.2,,,,
9,28/4/2020,21,5,0,5b,0,0,0,0,0,0,0,0,38.3,,,,
30,28/4/2020,21,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
44,28/4/2020,21,5,0,5b,0,0,0,0,0,0,0,0,38.6,,,,
51,28/4/2020,21,5,0,5b,0,0,0,0,0,0,0,0,38.6,,,,
53,28/4/2020,21,5,0,5b,0,0,0,0,0,0,0,0,39,,,,
61,28/4/2020,21,5,0,5b,0,0,0,0,0,0,0,0,38.7,,,,
2,28/4/2020,21,6,1,6a,0,0,0,1,1,0,2,2,39.3,,,,
36,28/4/2020,21,6,1,6a,1,0,0,0,1,1,3,3,38.6,,& coughing,,
46,28/4/2020,21,6,1,6a,1,0,1,0,1,1,4,4,39.2,,& coughing,,
47,28/4/2020,21,6,1,6a,1,0,0,1,1,1,4,4,39.1,,,,", coughing"
12,28/4/2020,21,6,0,6b,1,0,1,0,1,0,3,3,39.1,,,,
17,28/4/2020,21,6,0,6b,1,1,0,1,1,1,5,5,39.7,,,,", coughing"
32,28/4/2020,21,6,0,6b,1,1,0,1,1,0,4,4,39.6,,,,
37,28/4/2020,21,6,0,6b,1,1,1,1,1,0,5,5,39.8,,,,
1,29/4/2020,22,4,1,4a,0,0,0,0,0,0,0,0,38.5,,,,
8,29/4/2021,22,4,1,4a,0,0,0,0,0,0,0,0,38.8,,,,
20,29/4/2022,22,4,1,4a,2,0,0,0,0,0,2,2,40.1,,,,
21,29/4/2023,22,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,
23,29/4/2024,22,4,0,4b,1,0,0,1,0,1,3,3,38.8,,,,
24,29/4/2025,22,4,0,4b,2,1,0,1,1,1,6,6,39.9,,,,
25,29/4/2026,22,4,0,4b,0,0,0,1,1,0,2,2,38.4,,,,
39,29/4/2027,22,4,0,4b,2,0,0,1,0,1,4,4,39.4,,,,
9,29/4/2028,22,5,0,5b,0,0,0,0,0,0,0,0,38.2,,,,
30,29/4/2029,22,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
44,29/4/2030,22,5,0,5b,0,0,0,0,0,0,0,0,38.9,,,,
51,29/4/2031,22,5,0,5b,0,0,0,0,0,0,0,0,39.3,,,,
53,29/4/2032,22,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
61,29/4/2033,22,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
2,29/4/2034,22,6,1,6a,1,0,0,1,1,0,3,3,39.2,,,,
36,29/4/2035,22,6,1,6a,1,0,0,1,1,1,4,4,39,,,,
46,29/4/2036,22,6,1,6a,1,0,0,0,1,1,3,3,38.9,,,,
47,29/4/2037,22,6,1,6a,0,0,1,1,0,1,3,3,39.2,,,,
12,29/4/2038,22,6,0,6b,1,0,0,0,0,1,2,2,39.2,,,,
17,29/4/2039,22,6,0,6b,1,0,0,1,1,1,4,4,39.1,,,,
32,29/4/2040,22,6,0,6b,1,0,0,1,1,0,3,3,39.3,,,,
37,29/4/2041,22,6,0,6b,1,1,1,1,1,0,5,5,40,,,,
1,30/4/2020,23,4,1,4a,0,0,0,0,0,0,0,0,38.3,,,,
8,30/4/2021,23,4,1,4a,0,0,0,0,0,0,0,0,38.3,,,,
20,30/4/2022,23,4,1,4a,0,0,0,0,0,0,0,0,39.3,,,,
21,30/4/2023,23,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,
23,30/4/2024,23,4,0,4b,0,0,0,1,1,0,2,2,38.5,,,,
24,30/4/2025,23,4,0,4b,2,0,1,1,1,1,6,6,39.2,,,,
25,30/4/2026,23,4,0,4b,1,0,0,0,1,0,2,2,38.6,,,,
39,30/4/2027,23,4,0,4b,1,0,0,1,0,1,3,3,38.5,,,,
9,30/4/2028,23,5,0,5b,0,0,0,0,0,0,0,0,38.3,,,,
30,30/4/2029,23,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
44,30/4/2030,23,5,0,5b,0,0,0,0,0,0,0,0,39.8,,,,
51,30/4/2031,23,5,0,5b,0,0,0,0,0,0,0,0,39.2,,,,
53,30/4/2032,23,5,0,5b,0,0,0,0,0,0,0,0,39.2,,,,
61,30/4/2033,23,5,0,5b,0,0,0,0,0,0,0,0,38.5,,,,
2,30/4/2034,23,6,1,6a,1,0,0,1,1,0,3,3,38.7,,,,
36,30/4/2035,23,6,1,6a,1,0,0,1,1,1,4,4,38.6,,,,
46,30/4/2036,23,6,1,6a,1,0,0,0,1,1,3,3,38.6,,,,
47,30/4/2037,23,6,1,6a,1,0,0,1,0,1,3,3,38.8,,,,
12,30/4/2038,23,6,0,6b,1,0,0,1,1,0,3,3,38.6,,,,
17,30/4/2039,23,6,0,6b,1,0,0,1,1,1,4,4,39.2,,,,
32,30/4/2040,23,6,0,6b,1,0,0,1,1,0,3,3,38.9,,,,
37,30/4/2041,23,6,0,6b,1,0,0,1,1,0,3,3,39.4,,,,
1,1/5/2020,24,4,1,4a,0,0,0,0,0,0,0,0,38.9,,,,
8,1/5/2020,24,4,1,4a,0,0,0,0,0,0,0,0,38.6,,,,
20,1/5/2020,24,4,1,4a,0,0,0,0,0,0,0,0,39.2,,,,
21,1/5/2020,24,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,
23,1/5/2020,24,4,0,4b,1,0,0,0,0,1,2,2,39,,,,
24,1/5/2020,24,4,0,4b,2,0,1,1,0,1,5,5,38.8,,,,
25,1/5/2020,24,4,0,4b,0,0,0,1,1,0,2,2,38.6,,,,
39,1/5/2020,24,4,0,4b,1,0,0,1,0,1,3,3,39.1,,,,
9,1/5/2020,24,5,0,5b,0,0,0,0,0,0,0,0,38.5,,,,
30,1/5/2020,24,5,0,5b,0,0,0,0,0,0,0,0,39.2,,,,
44,1/5/2020,24,5,0,5b,0,0,0,0,0,0,0,0,39.8,,,,
51,1/5/2020,24,5,0,5b,0,0,0,0,0,0,0,0,39.4,,,,
53,1/5/2020,24,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
61,1/5/2020,24,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
2,1/5/2020,24,6,1,6a,1,0,0,1,1,0,3,3,39.1,,,,
36,1/5/2020,24,6,1,6a,1,0,0,1,1,1,4,4,38.8,,,,
46,1/5/2020,24,6,1,6a,1,0,0,0,0,1,2,2,39.1,,,,
47,1/5/2020,24,6,1,6a,0,0,0,1,0,1,2,2,39.2,,,,
12,1/5/2020,24,6,0,6b,1,0,0,0,0,0,1,1,39.3,,,,
17,1/5/2020,24,6,0,6b,1,0,0,1,1,1,4,4,39,,,,
32,1/5/2020,24,6,0,6b,1,0,0,1,1,0,3,3,39.1,,,,
37,1/5/2020,24,6,0,6b,1,0,1,1,0,0,3,3,39.5,,,,
1,2/5/2020,25,4,1,4a,0,0,0,0,0,0,0,0,38.6,,,,
8,2/5/2020,25,4,1,4a,0,0,0,0,0,0,0,0,38.5,,,,
20,2/5/2020,25,4,1,4a,0,0,0,0,0,0,0,0,39.4,,,,
21,2/5/2020,25,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,
23,2/5/2020,25,4,0,4b,1,0,0,1,1,1,4,4,38.8,,,,
24,2/5/2020,25,4,0,4b,1,0,0,1,1,0,3,3,38.4,,,,
25,2/5/2020,25,4,0,4b,1,0,0,1,1,0,3,3,39.2,,,,
39,2/5/2020,25,4,0,4b,1,0,0,1,0,0,2,2,39.4,,,,
9,2/5/2020,25,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
30,2/5/2020,25,5,0,5b,0,0,0,0,0,0,0,0,38.9,,,,
44,2/5/2020,25,5,0,5b,0,0,0,0,0,0,0,0,40,,,,
51,2/5/2020,25,5,0,5b,0,0,0,0,0,0,0,0,38.5,,,,
53,2/5/2020,25,5,0,5b,0,0,0,0,0,0,0,0,38.8,,,,
61,2/5/2020,25,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
2,2/5/2020,25,6,1,6a,0,0,0,1,1,0,2,2,39,,,,
36,2/5/2020,25,6,1,6a,1,0,0,1,1,1,4,4,38.9,,,,
46,2/5/2020,25,6,1,6a,1,0,0,1,0,1,3,3,38.9,,,,
47,2/5/2020,25,6,1,6a,0,0,0,1,0,1,2,2,38.8,,,,
12,2/5/2020,25,6,0,6b,1,0,0,1,1,0,3,3,38.7,,,,
17,2/5/2020,25,6,0,6b,1,0,0,1,1,1,4,4,38.9,,,,
32,2/5/2020,25,6,0,6b,1,0,0,1,1,0,3,3,38.7,,,,
37,2/5/2020,25,6,0,6b,1,0,1,1,1,0,4,4,39.1,,,,
1,3/5/2020,26,4,1,4a,0,0,0,0,0,0,0,0,38.7,,,,
8,3/5/2020,26,4,1,4a,0,0,0,0,0,0,0,0,38.6,,,,
20,3/5/2020,26,4,1,4a,0,0,0,0,0,0,0,0,38.9,,,,
21,3/5/2020,26,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,
23,3/5/2020,26,4,0,4b,1,0,0,1,0,1,3,3,38.8,,,,
24,3/5/2020,26,4,0,4b,2,0,1,1,0,1,5,5,39.5,,,,
25,3/5/2020,26,4,0,4b,1,0,0,1,1,0,3,3,38.6,,,,
39,3/5/2020,26,4,0,4b,1,0,0,1,0,1,3,3,39.1,,,,
9,3/5/2020,26,5,0,5b,0,0,0,0,0,0,0,0,38.7,,,,
30,3/5/2020,26,5,0,5b,0,0,0,0,0,0,0,0,39.4,,,,
44,3/5/2020,26,5,0,5b,0,0,0,0,0,0,0,0,40,,,,
51,3/5/2020,26,5,0,5b,0,0,0,0,0,0,0,0,39.3,,,,
53,3/5/2020,26,5,0,5b,0,0,0,0,0,0,0,0,39.2,,,,
61,3/5/2020,26,5,0,5b,0,0,0,0,0,0,0,0,38.9,,,,
2,3/5/2020,26,6,1,6a,0,0,0,1,0,0,1,1,39.2,,,,
36,3/5/2020,26,6,1,6a,1,0,0,1,1,1,4,4,39.3,,,,
46,3/5/2020,26,6,1,6a,1,0,0,0,0,1,2,2,38.9,,,,
47,3/5/2020,26,6,1,6a,0,0,1,1,0,1,3,3,39.2,,,,
12,3/5/2020,26,6,0,6b,1,0,0,0,0,0,1,1,39.1,,,,
17,3/5/2020,26,6,0,6b,1,0,0,1,1,1,4,4,38.8,,,,
32,3/5/2020,26,6,0,6b,1,0,0,1,1,0,3,3,38.8,,,,
37,3/5/2020,26,6,0,6b,1,0,0,1,1,0,3,3,39,,,,
1,4/5/2020,27,4,1,4a,0,0,0,0,0,0,0,0,38.5,,,,
8,4/5/2020,27,4,1,4a,0,0,0,0,0,0,0,0,38.8,,,,
20,4/5/2020,27,4,1,4a,0,0,0,0,0,0,0,0,38.9,,,,
21,4/5/2020,27,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,
23,4/5/2020,27,4,0,4b,1,0,0,1,0,1,3,3,38.3,,,,
24,4/5/2020,27,4,0,4b,1,0,1,1,0,1,4,4,39.1,,,,
25,4/5/2020,27,4,0,4b,1,0,0,0,1,0,2,2,38.7,,,,
39,4/5/2020,27,4,0,4b,1,0,0,1,0,0,2,2,39.3,,,,
9,4/5/2020,27,5,0,5b,0,0,0,0,0,0,0,0,38.2,,,,
30,4/5/2020,27,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
44,4/5/2020,27,5,0,5b,0,0,0,0,0,0,0,0,39.5,,,,
51,4/5/2020,27,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
53,4/5/2020,27,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
61,4/5/2020,27,5,0,5b,0,0,0,0,0,0,0,0,38.1,,,,
2,4/5/2020,27,6,1,6a,0,0,0,1,0,0,1,1,39.1,,,,
36,4/5/2020,27,6,1,6a,1,0,0,0,1,1,3,3,38.6,,,,
46,4/5/2020,27,6,1,6a,1,0,0,0,0,1,2,2,39,,,,
47,4/5/2020,27,6,1,6a,0,0,1,0,0,1,2,2,39,,,,
12,4/5/2020,27,6,0,6b,1,0,0,0,1,0,2,2,39.2,,,,
17,4/5/2020,27,6,0,6b,1,0,0,1,1,1,4,4,38.8,,,,
32,4/5/2020,27,6,0,6b,1,0,0,1,1,0,3,3,38.7,,,,
37,4/5/2020,27,6,0,6b,1,0,0,1,1,0,3,3,38.9,,,,
1,5/5/2020,28,4,1,4a,0,0,0,0,0,0,0,0,38.5,,,,
8,5/5/2020,28,4,1,4a,0,0,0,0,0,0,0,0,38.5,,,,
20,5/5/2020,28,4,1,4a,0,0,0,0,0,0,0,0,38.9,,,,
21,5/5/2020,28,4,1,4a,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,
23,5/5/2020,28,4,0,4b,1,0,0,1,0,1,3,3,38.6,,,,
24,5/5/2020,28,4,0,4b,1,0,0,1,0,1,3,3,39,,,,
25,5/5/2020,28,4,0,4b,1,0,0,0,1,0,2,2,38.3,,,,
39,5/5/2020,28,4,0,4b,1,0,0,1,0,0,2,2,38.7,,,,
9,5/5/2020,28,5,0,5b,0,0,0,0,0,0,0,0,38.6,,,,
30,5/5/2020,28,5,0,5b,0,0,0,0,0,0,0,0,39.1,,,,
44,5/5/2020,28,5,0,5b,0,0,0,0,0,0,0,0,39.3,,,,
51,5/5/2020,28,5,0,5b,0,0,0,0,0,0,0,0,39.5,,,,
53,5/5/2020,28,5,0,5b,0,0,0,0,0,0,0,0,39.5,,,,
61,5/5/2020,28,5,0,5b,0,0,0,0,0,0,0,0,38.9,,,,
2,5/5/2020,28,6,1,6a,0,0,0,0,0,0,0,0,39.2,,,,
36,5/5/2020,28,6,1,6a,1,0,0,1,1,0,3,3,38.6,,,,
46,5/5/2020,28,6,1,6a,1,0,0,0,0,1,2,2,39.1,,,,
47,5/5/2020,28,6,1,6a,0,0,0,1,1,1,3,3,38.8,,,,
12,5/5/2020,28,6,0,6b,1,0,0,0,0,0,1,1,39,,,,
17,5/5/2020,28,6,0,6b,1,0,0,1,0,1,3,3,39,,,,
32,5/5/2020,28,6,0,6b,1,0,0,1,1,0,3,3,39.3,,,,
37,5/5/2020,28,6,0,6b,1,0,0,1,1,0,3,3,39.2,,,,
