eartag,species,date,dpi,barn,innoc,barni,general,temp,feces,odnd,headmucos,resp,totscore,autosum,tempc,expt
180,Caprine,3/12/2020,7,1,0,1b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
152,Bovine,3/12/2020,7,4,1,4a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
155,Bovine,3/12/2020,7,4,1,4a,0,0,0,0,0,0,0,0,39.2,Experimental Barn
158,Bovine,3/12/2020,7,4,1,4a,0,0,0,0,0,0,0,0,39.2,Experimental Barn
159,Bovine,3/12/2020,7,4,1,4a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
165,Caprine,3/12/2020,7,4,0,4b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
166,Caprine,3/12/2020,7,4,0,4b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
176,Caprine,3/12/2020,7,4,0,4b,0,1,0,0,0,0,1,1,39.7,Experimental Barn
181,Caprine,3/12/2020,7,4,0,4b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
113,Bovine,3/12/2020,7,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
149,Bovine,3/12/2020,7,6,1,6a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
156,Bovine,3/12/2020,7,6,1,6a,0,0,0,0,0,0,0,0,39.3,Experimental Barn
153,Bovine,3/12/2020,7,6,1,6a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
162,Caprine,3/12/2020,7,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
169,Caprine,3/12/2020,7,6,0,6b,0,2,0,0,0,0,2,2,40.8,Experimental Barn
173,Caprine,3/12/2020,7,6,0,6b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
185,Caprine,3/12/2020,7,6,0,6b,0,1,0,0,0,0,1,1,39.8,Experimental Barn
172,Caprine,3/12/2020,7,5,1,5a,2,0,1,1,1,0,5,5,37.7,Positive Control
174,Caprine,3/12/2020,7,5,0,5b,1,0,0,0,1,0,2,2,38.7,Positive Control
175,Caprine,3/12/2020,7,5,0,5b,0,1,0,0,0,0,1,1,39.5,Positive Control
179,Caprine,3/12/2020,7,5,1,5a,0,1,0,0,0,0,1,1,39.5,Positive Control
167,Caprine,3/12/2020,7,3,0,3a,0,0,0,0,0,0,0,0,38.6,Negative Control
183,Caprine,3/12/2020,7,3,0,3a,0,0,0,0,0,0,0,0,39.2,Negative Control
99,Bovine,4/12/2020,8,1,1,1a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
110,Bovine,4/12/2020,8,1,1,1a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
151,Bovine,4/12/2020,8,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
161,Bovine,4/12/2020,8,1,1,1a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
164,Caprine,4/12/2020,8,1,0,1b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
171,Caprine,4/12/2020,8,1,0,1b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
182,Caprine,4/12/2020,8,1,0,1b,0,0,0,0,0,0,0,0,37.9,Experimental Barn
180,Caprine,4/12/2020,8,1,0,1b,0,0,0,0,0,0,0,0,37.5,Experimental Barn
152,Bovine,4/12/2020,8,4,1,4a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
155,Bovine,4/12/2020,8,4,1,4a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
158,Bovine,4/12/2020,8,4,1,4a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
159,Bovine,4/12/2020,8,4,1,4a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
165,Caprine,4/12/2020,8,4,0,4b,0,0,0,0,0,0,0,0,37.6,Experimental Barn
166,Caprine,4/12/2020,8,4,0,4b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
176,Caprine,4/12/2020,8,4,0,4b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
181,Caprine,4/12/2020,8,4,0,4b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
113,Bovine,4/12/2020,8,6,1,6a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
149,Bovine,4/12/2020,8,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
156,Bovine,4/12/2020,8,6,1,6a,0,0,0,0,0,0,0,0,39,Experimental Barn
153,Bovine,4/12/2020,8,6,1,6a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
162,Caprine,4/12/2020,8,6,0,6b,0,1,0,0,0,0,1,1,39.9,Experimental Barn
169,Caprine,4/12/2020,8,6,0,6b,0,1,0,0,0,0,1,1,39.6,Experimental Barn
173,Caprine,4/12/2020,8,6,0,6b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
185,Caprine,4/12/2020,8,6,0,6b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
172,Caprine,4/12/2020,8,5,1,5a,2,0,1,2,1,1,7,7,37.7,Positive Control
174,Caprine,4/12/2020,8,5,0,5b,1,0,0,1,1,0,3,3,38.9,Positive Control
175,Caprine,4/12/2020,8,5,0,5b,1,0,0,1,0,0,2,2,39.2,Positive Control
179,Caprine,4/12/2020,8,5,1,5a,0,0,0,0,0,0,0,0,39.4,Positive Control
167,Caprine,4/12/2020,8,3,0,3a,0,0,0,0,0,0,0,0,38.2,Negative Control
183,Caprine,4/12/2020,8,3,0,3a,0,0,0,0,0,0,0,0,39.3,Negative Control
99,Bovine,5/12/2020,9,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
110,Bovine,5/12/2020,9,1,1,1a,0,0,0,0,0,0,0,0,38,Experimental Barn
151,Bovine,5/12/2020,9,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
161,Bovine,5/12/2020,9,1,1,1a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
164,Caprine,5/12/2020,9,1,0,1b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
