eartag,species,date,dpi,barn,innoc,barni,general,temp,feces,odnd,headmucos,resp,totscore,autosum,tempc,expt
171,Caprine,5/12/2020,9,1,0,1b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
182,Caprine,5/12/2020,9,1,0,1b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
180,Caprine,5/12/2020,9,1,0,1b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
152,Bovine,5/12/2020,9,4,1,4a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
155,Bovine,5/12/2020,9,4,1,4a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
158,Bovine,5/12/2020,9,4,1,4a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
159,Bovine,5/12/2020,9,4,1,4a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
165,Caprine,5/12/2020,9,4,0,4b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
166,Caprine,5/12/2020,9,4,0,4b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
176,Caprine,5/12/2020,9,4,0,4b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
181,Caprine,5/12/2020,9,4,0,4b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
113,Bovine,5/12/2020,9,6,1,6a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
149,Bovine,5/12/2020,9,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
156,Bovine,5/12/2020,9,6,1,6a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
153,Bovine,5/12/2020,9,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
162,Caprine,5/12/2020,9,6,0,6b,0,1,0,0,0,0,1,1,39.6,Experimental Barn
169,Caprine,5/12/2020,9,6,0,6b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
173,Caprine,5/12/2020,9,6,0,6b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
185,Caprine,5/12/2020,9,6,0,6b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
172,Caprine,5/12/2020,9,5,1,5a,2,0,2,2,1,1,8,8,37.8,Positive Control
174,Caprine,5/12/2020,9,5,0,5b,1,0,0,1,1,0,3,3,39,Positive Control
175,Caprine,5/12/2020,9,5,0,5b,1,0,0,1,1,0,3,3,39.2,Positive Control
179,Caprine,5/12/2020,9,5,1,5a,1,0,0,0,0,0,1,1,38.6,Positive Control
167,Caprine,5/12/2020,9,3,0,3a,0,0,0,0,0,0,0,0,39,Negative Control
183,Caprine,5/12/2020,9,3,0,3a,0,0,0,0,0,0,0,0,39.1,Negative Control
99,Bovine,6/12/2020,10,1,1,1a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
110,Bovine,6/12/2020,10,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
151,Bovine,6/12/2020,10,1,1,1a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
161,Bovine,6/12/2020,10,1,1,1a,0,0,0,0,0,0,0,0,39.3,Experimental Barn
164,Caprine,6/12/2020,10,1,0,1b,0,0,0,0,0,0,0,0,39,Experimental Barn
171,Caprine,6/12/2020,10,1,0,1b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
182,Caprine,6/12/2020,10,1,0,1b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
180,Caprine,6/12/2020,10,1,0,1b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
152,Bovine,6/12/2020,10,4,1,4a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
155,Bovine,6/12/2020,10,4,1,4a,0,0,0,0,0,0,0,0,39,Experimental Barn
158,Bovine,6/12/2020,10,4,1,4a,0,0,0,0,0,0,0,0,39.3,Experimental Barn
159,Bovine,6/12/2020,10,4,1,4a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
165,Caprine,6/12/2020,10,4,0,4b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
166,Caprine,6/12/2020,10,4,0,4b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
176,Caprine,6/12/2020,10,4,0,4b,0,1,0,0,0,0,1,1,39.7,Experimental Barn
181,Caprine,6/12/2020,10,4,0,4b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
113,Bovine,6/12/2020,10,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
149,Bovine,6/12/2020,10,6,1,6a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
156,Bovine,6/12/2020,10,6,1,6a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
153,Bovine,6/12/2020,10,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
162,Caprine,6/12/2020,10,6,0,6b,0,0,0,0,0,0,0,0,39,Experimental Barn
169,Caprine,6/12/2020,10,6,0,6b,0,1,0,0,0,0,1,1,39.8,Experimental Barn
173,Caprine,6/12/2020,10,6,0,6b,0,1,0,0,0,0,1,1,39.6,Experimental Barn
185,Caprine,6/12/2020,10,6,0,6b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
172,Caprine,6/12/2020,10,5,1,5a,0,0,0,0,0,0,0,0,0,Positive Control
174,Caprine,6/12/2020,10,5,0,5b,1,0,0,1,1,0,3,3,37.7,Positive Control
175,Caprine,6/12/2020,10,5,0,5b,1,0,0,1,0,0,2,2,37.9,Positive Control
179,Caprine,6/12/2020,10,5,1,5a,0,0,0,0,0,0,0,0,38.2,Positive Control
167,Caprine,6/12/2020,10,3,0,3a,0,0,0,0,0,0,0,0,39,Negative Control
183,Caprine,6/12/2020,10,3,0,3a,0,0,0,0,0,0,0,0,39.1,Negative Control
99,Bovine,7/12/2020,11,1,1,1a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
110,Bovine,7/12/2020,11,1,1,1a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
151,Bovine,7/12/2020,11,1,1,1a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
161,Bovine,7/12/2020,11,1,1,1a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
164,Caprine,7/12/2020,11,1,0,1b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
171,Caprine,7/12/2020,11,1,0,1b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
182,Caprine,7/12/2020,11,1,0,1b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
180,Caprine,7/12/2020,11,1,0,1b,0,0,0,0,0,0,0,0,37.7,Experimental Barn
152,Bovine,7/12/2020,11,4,1,4a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
155,Bovine,7/12/2020,11,4,1,4a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
158,Bovine,7/12/2020,11,4,1,4a,0,0,0,0,0,0,0,0,39,Experimental Barn
159,Bovine,7/12/2020,11,4,1,4a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
165,Caprine,7/12/2020,11,4,0,4b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
166,Caprine,7/12/2020,11,4,0,4b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
176,Caprine,7/12/2020,11,4,0,4b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
181,Caprine,7/12/2020,11,4,0,4b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
113,Bovine,7/12/2020,11,6,1,6a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
149,Bovine,7/12/2020,11,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
156,Bovine,7/12/2020,11,6,1,6a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
153,Bovine,7/12/2020,11,6,1,6a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
162,Caprine,7/12/2020,11,6,0,6b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
169,Caprine,7/12/2020,11,6,0,6b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
173,Caprine,7/12/2020,11,6,0,6b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
185,Caprine,7/12/2020,11,6,0,6b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
172,Caprine,7/12/2020,11,5,1,5a,0,0,0,0,0,0,0,0,0,Positive Control
174,Caprine,7/12/2020,11,5,0,5b,1,0,0,1,1,0,3,3,38,Positive Control
175,Caprine,7/12/2020,11,5,0,5b,1,0,0,1,1,0,3,3,39.2,Positive Control
179,Caprine,7/12/2020,11,5,1,5a,1,0,1,1,0,0,3,3,38.3,Positive Control
167,Caprine,7/12/2020,11,3,0,3a,0,0,0,0,0,0,0,0,39,Negative Control
183,Caprine,7/12/2020,11,3,0,3a,0,0,0,0,0,0,0,0,39.1,Negative Control
99,Bovine,8/12/2020,12,1,1,1a,0,0,0,0,0,0,0,0,37.6,Experimental Barn
110,Bovine,8/12/2020,12,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
151,Bovine,8/12/2020,12,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
161,Bovine,8/12/2020,12,1,1,1a,0,0,0,0,0,0,0,0,39,Experimental Barn
164,Caprine,8/12/2020,12,1,0,1b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
171,Caprine,8/12/2020,12,1,0,1b,0,0,0,0,0,0,0,0,39,Experimental Barn
182,Caprine,8/12/2020,12,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
180,Caprine,8/12/2020,12,1,0,1b,0,0,0,0,0,0,0,0,37.6,Experimental Barn
152,Bovine,8/12/2020,12,4,1,4a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
155,Bovine,8/12/2020,12,4,1,4a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
158,Bovine,8/12/2020,12,4,1,4a,2,0,1,1,0,1,5,5,38.7,Experimental Barn
159,Bovine,8/12/2020,12,4,1,4a,2,0,1,1,1,1,6,6,38.1,Experimental Barn
165,Caprine,8/12/2020,12,4,0,4b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
166,Caprine,8/12/2020,12,4,0,4b,2,0,1,1,1,1,6,6,39.2,Experimental Barn
176,Caprine,8/12/2020,12,4,0,4b,1,2,1,0,1,0,5,5,39.2,Experimental Barn
181,Caprine,8/12/2020,12,4,0,4b,1,1,0,0,1,0,3,3,38.3,Experimental Barn
113,Bovine,8/12/2020,12,6,1,6a,1,0,0,1,1,0,3,3,38.3,Experimental Barn
149,Bovine,8/12/2020,12,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
156,Bovine,8/12/2020,12,6,1,6a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
153,Bovine,8/12/2020,12,6,1,6a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
162,Caprine,8/12/2020,12,6,0,6b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
169,Caprine,8/12/2020,12,6,0,6b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
173,Caprine,8/12/2020,12,6,0,6b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
185,Caprine,8/12/2020,12,6,0,6b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
172,Caprine,8/12/2020,12,5,1,5a,0,0,0,0,0,0,0,0,0,Positive Control
174,Caprine,8/12/2020,12,5,0,5b,1,0,1,1,1,0,4,4,38.3,Positive Control
175,Caprine,8/12/2020,12,5,0,5b,1,1,0,1,1,0,4,4,39.5,Positive Control
179,Caprine,8/12/2020,12,5,1,5a,1,0,1,0,0,0,2,2,38.9,Positive Control
167,Caprine,8/12/2020,12,3,0,3a,0,0,0,0,0,0,0,0,39.2,Negative Control
183,Caprine,8/12/2020,12,3,0,3a,0,0,0,0,0,0,0,0,38.8,Negative Control
99,Bovine,9/12/2020,13,1,1,1a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
110,Bovine,9/12/2020,13,1,1,1a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
151,Bovine,9/12/2020,13,1,1,1a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
161,Bovine,9/12/2020,13,1,1,1a,0,0,0,0,0,0,0,0,39,Experimental Barn
164,Caprine,9/12/2020,13,1,0,1b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
171,Caprine,9/12/2020,13,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
182,Caprine,9/12/2020,13,1,0,1b,0,0,0,0,0,0,0,0,38,Experimental Barn
180,Caprine,9/12/2020,13,1,0,1b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
152,Bovine,9/12/2020,13,4,1,4a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
155,Bovine,9/12/2020,13,4,1,4a,0,0,0,0,0,0,0,0,39.2,Experimental Barn
158,Bovine,9/12/2020,13,4,1,4a,0,0,0,0,0,0,0,0,39.3,Experimental Barn
159,Bovine,9/12/2020,13,4,1,4a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
165,Caprine,9/12/2020,13,4,0,4b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
166,Caprine,9/12/2020,13,4,0,4b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
176,Caprine,9/12/2020,13,4,0,4b,0,0,0,0,0,0,0,0,39,Experimental Barn
181,Caprine,9/12/2020,13,4,0,4b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
113,Bovine,9/12/2020,13,6,1,6a,1,0,0,0,1,0,2,2,38.5,Experimental Barn
149,Bovine,9/12/2020,13,6,1,6a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
156,Bovine,9/12/2020,13,6,1,6a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
153,Bovine,9/12/2020,13,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
162,Caprine,9/12/2020,13,6,0,6b,0,1,0,0,0,0,1,1,40,Experimental Barn
169,Caprine,9/12/2020,13,6,0,6b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
173,Caprine,9/12/2020,13,6,0,6b,0,0,0,0,0,0,0,0,39,Experimental Barn
185,Caprine,9/12/2020,13,6,0,6b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
172,Caprine,9/12/2020,13,5,1,5a,0,0,0,0,0,0,0,0,0,Positive Control
174,Caprine,9/12/2020,13,5,0,5b,1,0,1,1,0,0,3,3,38.4,Positive Control
175,Caprine,9/12/2020,13,5,0,5b,1,0,1,1,1,0,4,4,39.4,Positive Control
179,Caprine,9/12/2020,13,5,1,5a,1,0,1,0,0,0,2,2,38.5,Positive Control
167,Caprine,9/12/2020,13,3,0,3a,0,0,0,0,0,0,0,0,38.7,Negative Control
183,Caprine,9/12/2020,13,3,0,3a,0,0,0,0,0,0,0,0,38.3,Negative Control
99,Bovine,10/12/2020,14,1,1,1a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
110,Bovine,10/12/2020,14,1,1,1a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
151,Bovine,10/12/2020,14,1,1,1a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
161,Bovine,10/12/2020,14,1,1,1a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
164,Caprine,10/12/2020,14,1,0,1b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
171,Caprine,10/12/2020,14,1,0,1b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
182,Caprine,10/12/2020,14,1,0,1b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
180,Caprine,10/12/2020,14,1,0,1b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
152,Bovine,10/12/2020,14,4,1,4a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
155,Bovine,10/12/2020,14,4,1,4a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
158,Bovine,10/12/2020,14,4,1,4a,0,0,0,0,0,0,0,0,39.4,Experimental Barn
159,Bovine,10/12/2020,14,4,1,4a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
165,Caprine,10/12/2020,14,4,0,4b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
166,Caprine,10/12/2020,14,4,0,4b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
176,Caprine,10/12/2020,14,4,0,4b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
181,Caprine,10/12/2020,14,4,0,4b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
113,Bovine,10/12/2020,14,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
149,Bovine,10/12/2020,14,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
156,Bovine,10/12/2020,14,6,1,6a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
153,Bovine,10/12/2020,14,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
162,Caprine,10/12/2020,14,6,0,6b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
169,Caprine,10/12/2020,14,6,0,6b,0,2,0,0,0,0,2,2,40.1,Experimental Barn
173,Caprine,10/12/2020,14,6,0,6b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
185,Caprine,10/12/2020,14,6,0,6b,0,0,0,0,0,0,0,0,37.9,Experimental Barn
172,Caprine,10/12/2020,14,5,1,5a,0,0,0,0,0,0,0,0,0,Positive Control
174,Caprine,10/12/2020,14,5,0,5b,1,0,1,1,0,0,3,3,38.4,Positive Control
175,Caprine,10/12/2020,14,5,0,5b,2,0,1,1,1,0,5,5,38.5,Positive Control
179,Caprine,10/12/2020,14,5,1,5a,1,0,1,1,1,0,4,4,38.3,Positive Control
167,Caprine,10/12/2020,14,3,0,3a,0,0,0,0,0,0,0,0,38.4,Negative Control
183,Caprine,10/12/2020,14,3,0,3a,0,0,0,0,0,0,0,0,38.9,Negative Control
99,Bovine,11/12/2020,15,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
110,Bovine,11/12/2020,15,1,1,1a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
151,Bovine,11/12/2020,15,1,1,1a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
161,Bovine,11/12/2020,15,1,1,1a,0,0,0,0,0,0,0,0,39,Experimental Barn
164,Caprine,11/12/2020,15,1,0,1b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
171,Caprine,11/12/2020,15,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
182,Caprine,11/12/2020,15,1,0,1b,0,0,0,0,0,0,0,0,37.7,Experimental Barn
180,Caprine,11/12/2020,15,1,0,1b,0,0,0,0,0,0,0,0,38,Experimental Barn
152,Bovine,11/12/2020,15,4,1,4a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
155,Bovine,11/12/2020,15,4,1,4a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
158,Bovine,11/12/2020,15,4,1,4a,0,0,0,0,0,0,0,0,39,Experimental Barn
159,Bovine,11/12/2020,15,4,1,4a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
165,Caprine,11/12/2020,15,4,0,4b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
166,Caprine,11/12/2020,15,4,0,4b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
176,Caprine,11/12/2020,15,4,0,4b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
181,Caprine,11/12/2020,15,4,0,4b,0,0,0,0,0,0,0,0,38,Experimental Barn
113,Bovine,11/12/2020,15,6,1,6a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
149,Bovine,11/12/2020,15,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
156,Bovine,11/12/2020,15,6,1,6a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
153,Bovine,11/12/2020,15,6,1,6a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
162,Caprine,11/12/2020,15,6,0,6b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
169,Caprine,11/12/2020,15,6,0,6b,0,1,0,0,0,0,1,1,39.7,Experimental Barn
173,Caprine,11/12/2020,15,6,0,6b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
185,Caprine,11/12/2020,15,6,0,6b,0,0,0,0,0,0,0,0,37.8,Experimental Barn
172,Caprine,11/12/2020,15,5,1,5a,0,0,0,0,0,0,0,0,0,Positive Control
174,Caprine,11/12/2020,15,5,0,5b,1,0,1,1,0,1,4,4,38.4,Positive Control
175,Caprine,11/12/2020,15,5,0,5b,1,0,1,1,1,0,4,4,38.5,Positive Control
179,Caprine,11/12/2020,15,5,1,5a,1,0,1,1,1,0,4,4,38.3,Positive Control
167,Caprine,11/12/2020,15,3,0,3a,0,0,0,0,0,0,0,0,38.4,Negative Control
183,Caprine,11/12/2020,15,3,0,3a,0,0,0,0,0,0,0,0,38.6,Negative Control
99,Bovine,12/12/2020,16,1,1,1a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
110,Bovine,12/12/2020,16,1,1,1a,0,0,0,0,0,0,0,0,37.8,Experimental Barn
151,Bovine,12/12/2020,16,1,1,1a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
161,Bovine,12/12/2020,16,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
164,Caprine,12/12/2020,16,1,0,1b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
171,Caprine,12/12/2020,16,1,0,1b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
182,Caprine,12/12/2020,16,1,0,1b,0,0,0,0,0,0,0,0,37.7,Experimental Barn
180,Caprine,12/12/2020,16,1,0,1b,0,0,0,0,0,0,0,0,37.5,Experimental Barn
152,Bovine,12/12/2020,16,4,1,4a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
155,Bovine,12/12/2020,16,4,1,4a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
158,Bovine,12/12/2020,16,4,1,4a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
159,Bovine,12/12/2020,16,4,1,4a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
165,Caprine,12/12/2020,16,4,0,4b,0,0,0,0,0,0,0,0,37.5,Experimental Barn
166,Caprine,12/12/2020,16,4,0,4b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
176,Caprine,12/12/2020,16,4,0,4b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
181,Caprine,12/12/2020,16,4,0,4b,0,0,0,0,0,0,0,0,37.7,Experimental Barn
113,Bovine,12/12/2020,16,6,1,6a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
149,Bovine,12/12/2020,16,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
156,Bovine,12/12/2020,16,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
153,Bovine,12/12/2020,16,6,1,6a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
162,Caprine,12/12/2020,16,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
169,Caprine,12/12/2020,16,6,0,6b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
173,Caprine,12/12/2020,16,6,0,6b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
185,Caprine,12/12/2020,16,6,0,6b,0,0,0,0,0,0,0,0,37.5,Experimental Barn
172,Caprine,12/12/2020,16,5,1,5a,0,0,0,0,0,0,0,0,0,Positive Control
174,Caprine,12/12/2020,16,5,0,5b,1,0,1,1,1,1,5,5,38.6,Positive Control
175,Caprine,12/12/2020,16,5,0,5b,2,0,1,1,1,0,5,5,37.9,Positive Control
179,Caprine,12/12/2020,16,5,1,5a,1,0,1,1,1,0,4,4,39,Positive Control
167,Caprine,12/12/2020,16,3,0,3a,0,0,0,0,0,0,0,0,38.2,Negative Control
183,Caprine,12/12/2020,16,3,0,3a,0,0,0,0,0,0,0,0,38.8,Negative Control
99,Bovine,13/12/2020,17,1,1,1a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
110,Bovine,13/12/2020,17,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
151,Bovine,13/12/2020,17,1,1,1a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
161,Bovine,13/12/2020,17,1,1,1a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
164,Caprine,13/12/2020,17,1,0,1b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
171,Caprine,13/12/2020,17,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
182,Caprine,13/12/2020,17,1,0,1b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
180,Caprine,13/12/2020,17,1,0,1b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
152,Bovine,13/12/2020,17,4,1,4a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
155,Bovine,13/12/2020,17,4,1,4a,0,0,0,0,0,0,0,0,39.3,Experimental Barn
158,Bovine,13/12/2020,17,4,1,4a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
159,Bovine,13/12/2020,17,4,1,4a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
165,Caprine,13/12/2020,17,4,0,4b,0,0,0,0,0,0,0,0,39,Experimental Barn
166,Caprine,13/12/2020,17,4,0,4b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
176,Caprine,13/12/2020,17,4,0,4b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
181,Caprine,13/12/2020,17,4,0,4b,0,0,0,0,0,0,0,0,38,Experimental Barn
113,Bovine,13/12/2020,17,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
149,Bovine,13/12/2020,17,6,1,6a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
156,Bovine,13/12/2020,17,6,1,6a,0,0,0,0,0,0,0,0,39,Experimental Barn
153,Bovine,13/12/2020,17,6,1,6a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
162,Caprine,13/12/2020,17,6,0,6b,0,0,0,0,0,0,0,0,39,Experimental Barn
169,Caprine,13/12/2020,17,6,0,6b,0,2,0,0,0,0,2,2,40.5,Experimental Barn
173,Caprine,13/12/2020,17,6,0,6b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
185,Caprine,13/12/2020,17,6,0,6b,0,0,0,0,0,0,0,0,37.9,Experimental Barn
172,Caprine,13/12/2020,17,5,1,5a,0,0,0,0,0,0,0,0,0,Positive Control
174,Caprine,13/12/2020,17,5,0,5b,1,0,1,1,0,1,4,4,38.7,Positive Control
175,Caprine,13/12/2020,17,5,0,5b,3,0,2,2,0,1,8,8,34.7,Positive Control
179,Caprine,13/12/2020,17,5,1,5a,1,0,1,1,1,0,4,4,38.3,Positive Control
167,Caprine,13/12/2020,17,3,0,3a,0,0,0,0,0,0,0,0,38,Negative Control
183,Caprine,13/12/2020,17,3,0,3a,0,0,0,0,0,0,0,0,38.6,Negative Control
99,Bovine,14/12/2020,18,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
110,Bovine,14/12/2020,18,1,1,1a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
151,Bovine,14/12/2020,18,1,1,1a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
161,Bovine,14/12/2020,18,1,1,1a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
164,Caprine,14/12/2020,18,1,0,1b,0,0,0,0,0,0,0,0,38,Experimental Barn
171,Caprine,14/12/2020,18,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
182,Caprine,14/12/2020,18,1,0,1b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
180,Caprine,14/12/2020,18,1,0,1b,0,0,0,0,0,0,0,0,37.5,Experimental Barn
152,Bovine,14/12/2020,18,4,1,4a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
155,Bovine,14/12/2020,18,4,1,4a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
158,Bovine,14/12/2020,18,4,1,4a,0,0,0,0,0,0,0,0,39.2,Experimental Barn
