eartag,species,date,dpi,barn,innoc,barni,general,temp,feces,odnd,headmucos,resp,totscore,autosum,tempc,expt,,,
137,Caprine,9/21/2020,30,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
141,Caprine,9/21/2020,30,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
103,Bovine,9/22/2020,31,3,1,3a,0,0,0,0,0,0,0,0,38.7,A,,,
106,Bovine,9/22/2020,31,3,1,3a,0,0,0,0,0,0,0,0,38,A,,,
107,Bovine,9/22/2020,31,3,1,3a,0,0,0,0,0,0,0,0,38.5,A,,,
109,Bovine,9/22/2020,31,3,1,3a,0,0,0,0,0,0,0,0,38.1,A,,,
122,Caprine,9/22/2020,31,3,0,3b,0,0,0,0,0,0,0,0,39.1,A,,,
135,Caprine,9/22/2020,31,3,0,3b,0,0,0,0,0,0,0,0,38,A,,,
145,Caprine,9/22/2020,31,3,0,3b,0,0,0,0,0,0,0,0,38.2,A,,,
148,Caprine,9/22/2020,31,3,0,3b,0,0,0,0,0,0,0,0,38.3,A,,,
100,Bovine,9/22/2020,31,4,0,4c,0,0,0,0,0,0,0,0,38.7,C,,,
112,Bovine,9/22/2020,31,4,0,4c,0,0,0,0,0,0,0,0,38.6,C,,,
130,Caprine,9/22/2020,31,4,1,4a,1,0,0,0,0,1,2,2,38.6,C,,,
138,Caprine,9/22/2020,31,4,1,4a,0,0,0,0,0,0,0,0,38.5,C,,,
143,Caprine,9/22/2020,31,4,1,4a,0,0,0,0,0,0,0,0,0,C,,,
146,Caprine,9/22/2020,31,4,1,4a,1,0,0,0,0,0,1,1,38.8,C,,,
129,Caprine,9/22/2020,31,4,0,4b,1,0,0,1,0,0,2,2,38.8,C,,,
136,Caprine,9/22/2020,31,4,0,4b,0,0,0,1,0,1,2,2,39.2,C,,,
121,Caprine,9/22/2020,31,5,1,5a,0,0,0,0,0,0,0,0,38.1,B,,,
128,Caprine,9/22/2020,31,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
133,Caprine,9/22/2020,31,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
139,Caprine,9/22/2020,31,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
134,Caprine,9/22/2020,31,5,0,5b,0,0,0,0,0,0,0,0,0,B,,,
142,Caprine,9/22/2020,31,5,0,5b,0,0,0,0,0,0,0,0,38.2,B,,,
144,Caprine,9/22/2020,31,5,0,5b,0,0,0,0,0,0,0,0,0,B,,,
147,Caprine,9/22/2020,31,5,0,5b,0,0,0,0,0,1,1,1,38.8,B,,,
99,Bovine,9/22/2020,31,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
110,Bovine,9/22/2020,31,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
113,Bovine,9/22/2020,31,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
131,Caprine,9/22/2020,31,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
137,Caprine,9/22/2020,31,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
141,Caprine,9/22/2020,31,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
103,Bovine,9/23/2020,32,3,1,3a,0,0,0,0,0,0,0,0,38.7,A,,,
106,Bovine,9/23/2020,32,3,1,3a,0,0,0,0,0,0,0,0,37.6,A,,,
107,Bovine,9/23/2020,32,3,1,3a,0,0,0,0,0,0,0,0,38.7,A,,,
109,Bovine,9/23/2020,32,3,1,3a,0,0,0,0,0,0,0,0,38.3,A,,,
122,Caprine,9/23/2020,32,3,0,3b,0,0,0,0,0,0,0,0,39.1,A,,,
135,Caprine,9/23/2020,32,3,0,3b,0,0,0,0,0,0,0,0,38.1,A,,,
145,Caprine,9/23/2020,32,3,0,3b,0,0,0,0,0,0,0,0,38.2,A,,,
148,Caprine,9/23/2020,32,3,0,3b,0,0,0,0,0,0,0,0,38.2,A,,,
100,Bovine,9/23/2020,32,4,0,4c,0,0,0,0,0,0,0,0,38.9,C,,,
112,Bovine,9/23/2020,32,4,0,4c,0,0,0,0,0,0,0,0,38.8,C,,,
130,Caprine,9/23/2020,32,4,1,4a,1,0,0,0,0,1,2,2,38.5,C,,,
138,Caprine,9/23/2020,32,4,1,4a,0,0,0,0,0,0,0,0,38.8,C,,,
143,Caprine,9/23/2020,32,4,1,4a,0,0,0,0,0,0,0,0,0,C,,,
146,Caprine,9/23/2020,32,4,1,4a,1,0,0,0,0,0,1,1,38.5,C,,,
129,Caprine,9/23/2020,32,4,0,4b,2,0,1,1,0,0,4,4,37.2,C,,,
136,Caprine,9/23/2020,32,4,0,4b,0,0,0,0,0,1,1,1,38.6,C,,,
121,Caprine,9/23/2020,32,5,1,5a,0,0,0,0,0,0,0,0,38.8,B,,,
128,Caprine,9/23/2020,32,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
133,Caprine,9/23/2020,32,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
139,Caprine,9/23/2020,32,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
134,Caprine,9/23/2020,32,5,0,5b,0,0,0,0,0,0,0,0,0,B,,,
142,Caprine,9/23/2020,32,5,0,5b,0,0,0,0,0,0,0,0,38.7,B,,,
144,Caprine,9/23/2020,32,5,0,5b,0,0,0,0,0,0,0,0,0,B,,,
147,Caprine,9/23/2020,32,5,0,5b,0,0,0,0,0,0,0,0,38.9,B,,,
99,Bovine,9/23/2020,32,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
110,Bovine,9/23/2020,32,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
113,Bovine,9/23/2020,32,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
131,Caprine,9/23/2020,32,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
137,Caprine,9/23/2020,32,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
141,Caprine,9/23/2020,32,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
103,Bovine,9/24/2020,33,3,1,3a,0,0,0,0,0,0,0,0,38.9,A,,,
106,Bovine,9/24/2020,33,3,1,3a,0,0,0,0,0,0,0,0,37.8,A,,,
107,Bovine,9/24/2020,33,3,1,3a,0,0,0,0,0,0,0,0,38.7,A,,,
109,Bovine,9/24/2020,33,3,1,3a,0,0,0,0,0,0,0,0,37.8,A,,,
122,Caprine,9/24/2020,33,3,0,3b,0,0,0,0,0,0,0,0,38.9,A,,,
135,Caprine,9/24/2020,33,3,0,3b,0,0,0,0,0,0,0,0,38.4,A,,,
145,Caprine,9/24/2020,33,3,0,3b,0,0,0,0,0,0,0,0,38.3,A,,,
148,Caprine,9/24/2020,33,3,0,3b,0,0,0,0,0,0,0,0,37.9,A,,,
100,Bovine,9/24/2020,33,4,0,4c,0,0,0,0,0,0,0,0,38.7,C,,,
112,Bovine,9/24/2020,33,4,0,4c,0,0,0,0,0,0,0,0,38.6,C,,,
130,Caprine,9/24/2020,33,4,1,4a,0,0,0,0,0,0,0,0,38.7,C,,,
138,Caprine,9/24/2020,33,4,1,4a,0,0,0,0,0,0,0,0,39.2,C,,,
143,Caprine,9/24/2020,33,4,1,4a,0,0,0,0,0,0,0,0,0,C,,,
146,Caprine,9/24/2020,33,4,1,4a,0,0,0,0,0,0,0,0,39,C,,,
129,Caprine,9/24/2020,33,4,0,4b,0,0,0,0,0,0,0,0,0,C,,,
136,Caprine,9/24/2020,33,4,0,4b,0,0,0,0,0,1,1,1,39.2,C,,,
121,Caprine,9/24/2020,33,5,1,5a,0,0,0,0,0,0,0,0,38.4,B,,,
128,Caprine,9/24/2020,33,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
133,Caprine,9/24/2020,33,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
139,Caprine,9/24/2020,33,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
134,Caprine,9/24/2020,33,5,0,5b,0,0,0,0,0,0,0,0,0,B,,,
142,Caprine,9/24/2020,33,5,0,5b,0,0,0,0,0,0,0,0,38.4,B,,,
144,Caprine,9/24/2020,33,5,0,5b,0,0,0,0,0,0,0,0,0,B,,,
147,Caprine,9/24/2020,33,5,0,5b,0,0,0,0,0,0,0,0,38.4,B,,,
99,Bovine,9/24/2020,33,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
110,Bovine,9/24/2020,33,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
113,Bovine,9/24/2020,33,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
131,Caprine,9/24/2020,33,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
137,Caprine,9/24/2020,33,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
141,Caprine,9/24/2020,33,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
103,Bovine,9/25/2020,34,3,1,3a,0,0,0,0,0,0,0,0,38.7,A,,,
106,Bovine,9/25/2020,34,3,1,3a,0,0,0,0,0,0,0,0,38,A,,,
107,Bovine,9/25/2020,34,3,1,3a,0,0,0,0,0,0,0,0,38.7,A,,,
109,Bovine,9/25/2020,34,3,1,3a,0,0,0,0,0,0,0,0,38.2,A,,,
122,Caprine,9/25/2020,34,3,0,3b,0,0,0,0,0,0,0,0,38.9,A,,,
135,Caprine,9/25/2020,34,3,0,3b,0,0,0,0,0,0,0,0,37.6,A,,,
145,Caprine,9/25/2020,34,3,0,3b,0,0,0,0,0,0,0,0,38.5,A,,,
148,Caprine,9/25/2020,34,3,0,3b,0,0,0,0,0,0,0,0,38,A,,,
100,Bovine,9/25/2020,34,4,0,4c,0,0,0,0,0,0,0,0,38.5,C,,,
112,Bovine,9/25/2020,34,4,0,4c,0,0,0,0,0,0,0,0,38.6,C,,,
130,Caprine,9/25/2020,34,4,1,4a,0,0,0,0,0,0,0,0,38.6,C,,,
138,Caprine,9/25/2020,34,4,1,4a,0,0,0,0,0,0,0,0,39.3,C,,,
143,Caprine,9/25/2020,34,4,1,4a,0,0,0,0,0,0,0,0,0,C,,,
146,Caprine,9/25/2020,34,4,1,4a,0,0,0,0,0,0,0,0,39.3,C,,,
129,Caprine,9/25/2020,34,4,0,4b,0,0,0,0,0,0,0,0,0,C,,,
136,Caprine,9/25/2020,34,4,0,4b,0,0,0,0,0,0,0,0,39.1,C,,,
121,Caprine,9/25/2020,34,5,1,5a,0,0,0,0,0,0,0,0,38.4,B,,,
128,Caprine,9/25/2020,34,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
133,Caprine,9/25/2020,34,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
139,Caprine,9/25/2020,34,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
134,Caprine,9/25/2020,34,5,0,5b,0,0,0,0,0,0,0,0,0,B,,,
142,Caprine,9/25/2020,34,5,0,5b,0,0,0,0,0,0,0,0,38.1,B,,,
144,Caprine,9/25/2020,34,5,0,5b,0,0,0,0,0,0,0,0,0,B,,,
147,Caprine,9/25/2020,34,5,0,5b,0,0,0,0,0,0,0,0,38.5,B,,,
99,Bovine,9/25/2020,34,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
110,Bovine,9/25/2020,34,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
113,Bovine,9/25/2020,34,6,0,6c,0,0,0,0,0,0,0,0,,Control,,,
131,Caprine,9/25/2020,34,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
137,Caprine,9/25/2020,34,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
141,Caprine,9/25/2020,34,6,0,6b,0,0,0,0,0,0,0,0,,Control,,,
103,Bovine,9/26/2020,35,3,1,3a,0,0,0,0,0,0,0,0,38.2,A,,,
106,Bovine,9/26/2020,35,3,1,3a,0,0,0,0,0,0,0,0,37.7,A,,,
107,Bovine,9/26/2020,35,3,1,3a,0,0,0,0,0,0,0,0,38.6,A,,,
109,Bovine,9/26/2020,35,3,1,3a,0,0,0,0,0,0,0,0,38.4,A,,,
122,Caprine,9/26/2020,35,3,0,3b,0,0,0,0,0,0,0,0,38.9,A,,,
135,Caprine,9/26/2020,35,3,0,3b,0,0,0,0,0,0,0,0,37.5,A,,,
145,Caprine,9/26/2020,35,3,0,3b,0,0,0,0,0,0,0,0,38.4,A,,,
148,Caprine,9/26/2020,35,3,0,3b,0,0,0,0,0,0,0,0,37.6,A,,,
100,Bovine,9/26/2020,35,4,0,4c,0,0,0,0,0,0,0,0,39,C,,,
112,Bovine,9/26/2020,35,4,0,4c,0,0,0,0,0,0,0,0,38.4,C,,,
130,Caprine,9/26/2020,35,4,1,4a,0,0,0,0,0,0,0,0,39.1,C,,,
138,Caprine,9/26/2020,35,4,1,4a,0,0,0,0,0,0,0,0,39.3,C,,,
143,Caprine,9/26/2020,35,4,1,4a,0,0,0,0,0,0,0,0,0,C,,,
146,Caprine,9/26/2020,35,4,1,4a,1,0,0,0,0,1,2,2,39.4,C,,,
129,Caprine,9/26/2020,35,4,0,4b,1,0,0,1,0,1,3,3,0,C,,,
136,Caprine,9/26/2020,35,4,0,4b,0,0,0,0,0,0,0,0,39.1,C,,,
121,Caprine,9/26/2020,35,5,1,5a,0,0,0,0,0,0,0,0,38.6,B,,,
128,Caprine,9/26/2020,35,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
133,Caprine,9/26/2020,35,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
139,Caprine,9/26/2020,35,5,1,5a,0,0,0,0,0,0,0,0,0,B,,,
134,Caprine,9/26/2020,35,5,0,5b,0,0,0,0,0,0,0,0,0,B,,,
142,Caprine,9/26/2020,35,5,0,5b,0,0,0,0,0,0,0,0,38.5,B,,,
144,Caprine,9/26/2020,35,5,0,5b,0,0,0,0,0,0,0,0,0,B,,,
147,Caprine,9/26/2020,35,5,0,5b,0,0,0,0,0,0,0,0,39.1,B,,,
99,Bovine,9/26/2020,35,6,0,6c,0,0,0,0,0,0,0,0,38.6,Control,,,
110,Bovine,9/26/2020,35,6,0,6c,0,0,0,0,0,0,0,0,38.3,Control,,,
113,Bovine,9/26/2020,35,6,0,6c,0,0,0,0,0,0,0,0,38.7,Control,,,
131,Caprine,9/26/2020,35,6,0,6b,0,0,0,0,0,0,0,0,38,Control,,,
137,Caprine,9/26/2020,35,6,0,6b,0,0,0,0,0,0,0,0,38.5,Control,,,
141,Caprine,9/26/2020,35,6,0,6b,0,0,0,0,0,0,0,0,38.4,Control,,,
