eartag,species,date,dpi,barn,innoc,barni,general,temp,feces,odnd,headmucos,resp,totscore,autosum,tempc,expt
266,Bovine,14/3/2021,15,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
274,Bovine,14/3/2021,15,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
275,Bovine,14/3/2021,15,1,1,1a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
239,Caprine,14/3/2021,15,1,0,1b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
241,Caprine,14/3/2021,15,1,0,1b,0,1,0,0,0,0,1,1,39.8,Experimental Barn
246,Caprine,14/3/2021,15,1,0,1b,0,1,0,0,0,0,1,1,39.6,Experimental Barn
255,Caprine,14/3/2021,15,1,0,1b,0,0,0,0,0,0,0,0,38,Experimental Barn
259,Bovine,14/3/2021,15,2,1,2a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
262,Bovine,14/3/2021,15,2,1,2a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
263,Bovine,14/3/2021,15,2,1,2a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
271,Bovine,14/3/2021,15,2,1,2a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
234,Caprine,14/3/2021,15,2,0,2b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
235,Caprine,14/3/2021,15,2,0,2b,0,0,0,0,0,0,0,0,39,Experimental Barn
252,Caprine,14/3/2021,15,2,0,2b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
254,Caprine,14/3/2021,15,2,0,2b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
233,Caprine,14/3/2021,15,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,14/3/2021,15,3,1,3a,1,0,1,1,0,0,3,3,39,Postive Control
236,Caprine,14/3/2021,15,4,0,4b,0,0,0,0,0,0,0,0,38.6,Negative Control
243,Caprine,14/3/2021,15,4,0,4b,0,0,0,0,0,0,0,0,38.5,Negative Control
258,Bovine,14/3/2021,15,5,1,5a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
265,Bovine,14/3/2021,15,5,1,5a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
269,Bovine,14/3/2021,15,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
273,Bovine,14/3/2021,15,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
232,Caprine,14/3/2021,15,5,0,5b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
245,Caprine,14/3/2021,15,5,0,5b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
248,Caprine,14/3/2021,15,5,0,5b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
253,Caprine,14/3/2021,15,5,0,5b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
256,Bovine,14/3/2021,15,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
261,Bovine,14/3/2021,15,6,1,6a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
268,Bovine,14/3/2021,15,6,1,6a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
272,Bovine,14/3/2021,15,6,1,6a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
231,Caprine,14/3/2021,15,6,0,6b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
240,Caprine,14/3/2021,15,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
244,Caprine,14/3/2021,15,6,0,6b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
250,Caprine,14/3/2021,15,6,0,6b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
260,Bovine,15/3/2021,16,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
266,Bovine,15/3/2021,16,1,1,1a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
274,Bovine,15/3/2021,16,1,1,1a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
275,Bovine,15/3/2021,16,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
239,Caprine,15/3/2021,16,1,0,1b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
241,Caprine,15/3/2021,16,1,0,1b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
246,Caprine,15/3/2021,16,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
255,Caprine,15/3/2021,16,1,0,1b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
259,Bovine,15/3/2021,16,2,1,2a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
262,Bovine,15/3/2021,16,2,1,2a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
263,Bovine,15/3/2021,16,2,1,2a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
271,Bovine,15/3/2021,16,2,1,2a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
234,Caprine,15/3/2021,16,2,0,2b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
235,Caprine,15/3/2021,16,2,0,2b,0,0,0,0,0,0,0,0,39,Experimental Barn
252,Caprine,15/3/2021,16,2,0,2b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
254,Caprine,15/3/2021,16,2,0,2b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
233,Caprine,15/3/2021,16,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,15/3/2021,16,3,1,3a,1,1,1,0,0,1,4,4,39.5,Postive Control
236,Caprine,15/3/2021,16,4,0,4b,0,0,0,0,0,0,0,0,38.4,Negative Control
243,Caprine,15/3/2021,16,4,0,4b,0,0,0,0,0,0,0,0,38.7,Negative Control
258,Bovine,15/3/2021,16,5,1,5a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
265,Bovine,15/3/2021,16,5,1,5a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
269,Bovine,15/3/2021,16,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
273,Bovine,15/3/2021,16,5,1,5a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
232,Caprine,15/3/2021,16,5,0,5b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
245,Caprine,15/3/2021,16,5,0,5b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
248,Caprine,15/3/2021,16,5,0,5b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
253,Caprine,15/3/2021,16,5,0,5b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
256,Bovine,15/3/2021,16,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
261,Bovine,15/3/2021,16,6,1,6a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
268,Bovine,15/3/2021,16,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
272,Bovine,15/3/2021,16,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
231,Caprine,15/3/2021,16,6,0,6b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
240,Caprine,15/3/2021,16,6,0,6b,0,0,0,0,0,0,0,0,39,Experimental Barn
244,Caprine,15/3/2021,16,6,0,6b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
250,Caprine,15/3/2021,16,6,0,6b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
260,Bovine,16/3/2021,17,1,1,1a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
266,Bovine,16/3/2021,17,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
274,Bovine,16/3/2021,17,1,1,1a,0,0,0,0,0,0,0,0,39,Experimental Barn
275,Bovine,16/3/2021,17,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
239,Caprine,16/3/2021,17,1,0,1b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
241,Caprine,16/3/2021,17,1,0,1b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
246,Caprine,16/3/2021,17,1,0,1b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
255,Caprine,16/3/2021,17,1,0,1b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
259,Bovine,16/3/2021,17,2,1,2a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
262,Bovine,16/3/2021,17,2,1,2a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
263,Bovine,16/3/2021,17,2,1,2a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
271,Bovine,16/3/2021,17,2,1,2a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
234,Caprine,16/3/2021,17,2,0,2b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
235,Caprine,16/3/2021,17,2,0,2b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
252,Caprine,16/3/2021,17,2,0,2b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
254,Caprine,16/3/2021,17,2,0,2b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
233,Caprine,16/3/2021,17,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,16/3/2021,17,3,1,3a,1,0,1,1,0,0,3,3,39,Postive Control
236,Caprine,16/3/2021,17,4,0,4b,0,0,0,0,0,0,0,0,38.8,Negative Control
243,Caprine,16/3/2021,17,4,0,4b,0,0,0,0,0,0,0,0,38.5,Negative Control
258,Bovine,16/3/2021,17,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
265,Bovine,16/3/2021,17,5,1,5a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
269,Bovine,16/3/2021,17,5,1,5a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
273,Bovine,16/3/2021,17,5,1,5a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
232,Caprine,16/3/2021,17,5,0,5b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
245,Caprine,16/3/2021,17,5,0,5b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
248,Caprine,16/3/2021,17,5,0,5b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
253,Caprine,16/3/2021,17,5,0,5b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
256,Bovine,16/3/2021,17,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
261,Bovine,16/3/2021,17,6,1,6a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
268,Bovine,16/3/2021,17,6,1,6a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
272,Bovine,16/3/2021,17,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
231,Caprine,16/3/2021,17,6,0,6b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
240,Caprine,16/3/2021,17,6,0,6b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
244,Caprine,16/3/2021,17,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
250,Caprine,16/3/2021,17,6,0,6b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
260,Bovine,17/3/2021,18,1,1,1a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
266,Bovine,17/3/2021,18,1,1,1a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
274,Bovine,17/3/2021,18,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
275,Bovine,17/3/2021,18,1,1,1a,0,0,0,0,0,0,0,0,39,Experimental Barn
239,Caprine,17/3/2021,18,1,0,1b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
241,Caprine,17/3/2021,18,1,0,1b,0,0,0,0,0,0,0,0,39,Experimental Barn
246,Caprine,17/3/2021,18,1,0,1b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
255,Caprine,17/3/2021,18,1,0,1b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
259,Bovine,17/3/2021,18,2,1,2a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
262,Bovine,17/3/2021,18,2,1,2a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
263,Bovine,17/3/2021,18,2,1,2a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
271,Bovine,17/3/2021,18,2,1,2a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
234,Caprine,17/3/2021,18,2,0,2b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
235,Caprine,17/3/2021,18,2,0,2b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
252,Caprine,17/3/2021,18,2,0,2b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
254,Caprine,17/3/2021,18,2,0,2b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
233,Caprine,17/3/2021,18,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,17/3/2021,18,3,1,3a,1,0,1,1,0,0,3,3,39.2,Postive Control
236,Caprine,17/3/2021,18,4,0,4b,0,0,0,0,0,0,0,0,38.1,Negative Control
243,Caprine,17/3/2021,18,4,0,4b,0,0,0,0,0,0,0,0,37.9,Negative Control
258,Bovine,17/3/2021,18,5,1,5a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
265,Bovine,17/3/2021,18,5,1,5a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
269,Bovine,17/3/2021,18,5,1,5a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
273,Bovine,17/3/2021,18,5,1,5a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
232,Caprine,17/3/2021,18,5,0,5b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
245,Caprine,17/3/2021,18,5,0,5b,0,0,0,0,0,0,0,0,37.9,Experimental Barn
248,Caprine,17/3/2021,18,5,0,5b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
253,Caprine,17/3/2021,18,5,0,5b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
256,Bovine,17/3/2021,18,6,1,6a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
261,Bovine,17/3/2021,18,6,1,6a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
268,Bovine,17/3/2021,18,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
272,Bovine,17/3/2021,18,6,1,6a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
231,Caprine,17/3/2021,18,6,0,6b,0,0,0,0,0,0,0,0,39,Experimental Barn
240,Caprine,17/3/2021,18,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
244,Caprine,17/3/2021,18,6,0,6b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
250,Caprine,17/3/2021,18,6,0,6b,0,0,0,0,0,0,0,0,39,Experimental Barn
260,Bovine,18/3/2021,19,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
266,Bovine,18/3/2021,19,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
274,Bovine,18/3/2021,19,1,1,1a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
275,Bovine,18/3/2021,19,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
239,Caprine,18/3/2021,19,1,0,1b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
241,Caprine,18/3/2021,19,1,0,1b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
246,Caprine,18/3/2021,19,1,0,1b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
255,Caprine,18/3/2021,19,1,0,1b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
259,Bovine,18/3/2021,19,2,1,2a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
262,Bovine,18/3/2021,19,2,1,2a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
263,Bovine,18/3/2021,19,2,1,2a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
271,Bovine,18/3/2021,19,2,1,2a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
234,Caprine,18/3/2021,19,2,0,2b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
235,Caprine,18/3/2021,19,2,0,2b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
252,Caprine,18/3/2021,19,2,0,2b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
254,Caprine,18/3/2021,19,2,0,2b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
233,Caprine,18/3/2021,19,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,18/3/2021,19,3,1,3a,1,0,0,1,0,0,2,2,39.1,Postive Control
236,Caprine,18/3/2021,19,4,0,4b,0,0,0,0,0,0,0,0,38.2,Negative Control
243,Caprine,18/3/2021,19,4,0,4b,0,0,0,0,0,0,0,0,37.9,Negative Control
258,Bovine,18/3/2021,19,5,1,5a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
265,Bovine,18/3/2021,19,5,1,5a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
269,Bovine,18/3/2021,19,5,1,5a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
273,Bovine,18/3/2021,19,5,1,5a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
232,Caprine,18/3/2021,19,5,0,5b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
245,Caprine,18/3/2021,19,5,0,5b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
248,Caprine,18/3/2021,19,5,0,5b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
253,Caprine,18/3/2021,19,5,0,5b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
256,Bovine,18/3/2021,19,6,1,6a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
261,Bovine,18/3/2021,19,6,1,6a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
268,Bovine,18/3/2021,19,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
271,Bovine,18/3/2021,19,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
231,Caprine,18/3/2021,19,6,0,6b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
240,Caprine,18/3/2021,19,6,0,6b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
244,Caprine,18/3/2021,19,6,0,6b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
250,Caprine,18/3/2021,19,6,0,6b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
260,Bovine,19/3/2021,20,1,1,1a,0,0,0,0,0,0,0,0,38,Experimental Barn
266,Bovine,19/3/2021,20,1,1,1a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
274,Bovine,19/3/2021,20,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
275,Bovine,19/3/2021,20,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
239,Caprine,19/3/2021,20,1,0,1b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
241,Caprine,19/3/2021,20,1,0,1b,0,0,0,0,0,0,0,0,39,Experimental Barn
246,Caprine,19/3/2021,20,1,0,1b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
255,Caprine,19/3/2021,20,1,0,1b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
259,Bovine,19/3/2021,20,2,1,2a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
262,Bovine,19/3/2021,20,2,1,2a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
263,Bovine,19/3/2021,20,2,1,2a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
271,Bovine,19/3/2021,20,2,1,2a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
234,Caprine,19/3/2021,20,2,0,2b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
235,Caprine,19/3/2021,20,2,0,2b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
252,Caprine,19/3/2021,20,2,0,2b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
254,Caprine,19/3/2021,20,2,0,2b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
233,Caprine,19/3/2021,20,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,19/3/2021,20,3,1,3a,1,1,0,0,0,0,2,2,39.7,Postive Control
236,Caprine,19/3/2021,20,4,0,4b,0,0,0,0,0,0,0,0,38.7,Negative Control
243,Caprine,19/3/2021,20,4,0,4b,0,0,0,0,0,0,0,0,38.4,Negative Control
258,Bovine,19/3/2021,20,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
265,Bovine,19/3/2021,20,5,1,5a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
269,Bovine,19/3/2021,20,5,1,5a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
273,Bovine,19/3/2021,20,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
232,Caprine,19/3/2021,20,5,0,5b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
245,Caprine,19/3/2021,20,5,0,5b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
248,Caprine,19/3/2021,20,5,0,5b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
253,Caprine,19/3/2021,20,5,0,5b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
256,Bovine,19/3/2021,20,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
261,Bovine,19/3/2021,20,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
268,Bovine,19/3/2021,20,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
272,Bovine,19/3/2021,20,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
231,Caprine,19/3/2021,20,6,0,6b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
240,Caprine,19/3/2021,20,6,0,6b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
244,Caprine,19/3/2021,20,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
250,Caprine,19/3/2021,20,6,0,6b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
260,Bovine,20/3/2021,21,1,1,1a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
266,Bovine,20/3/2021,21,1,1,1a,0,0,0,0,0,0,0,0,37.6,Experimental Barn
274,Bovine,20/3/2021,21,1,1,1a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
275,Bovine,20/3/2021,21,1,1,1a,0,0,0,0,0,0,0,0,37.7,Experimental Barn
239,Caprine,20/3/2021,21,1,0,1b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
241,Caprine,20/3/2021,21,1,0,1b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
246,Caprine,20/3/2021,21,1,0,1b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
255,Caprine,20/3/2021,21,1,0,1b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
259,Bovine,20/3/2021,21,2,1,2a,0,0,0,0,0,0,0,0,39,Experimental Barn
262,Bovine,20/3/2021,21,2,1,2a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
263,Bovine,20/3/2021,21,2,1,2a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
271,Bovine,20/3/2021,21,2,1,2a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
234,Caprine,20/3/2021,21,2,0,2b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
235,Caprine,20/3/2021,21,2,0,2b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
252,Caprine,20/3/2021,21,2,0,2b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
254,Caprine,20/3/2021,21,2,0,2b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
233,Caprine,20/3/2021,21,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,20/3/2021,21,3,1,3a,1,1,0,0,0,0,2,2,39.7,Postive Control
236,Caprine,20/3/2021,21,4,0,4b,0,0,0,0,0,0,0,0,38.5,Negative Control
243,Caprine,20/3/2021,21,4,0,4b,0,0,0,0,0,0,0,0,38.7,Negative Control
258,Bovine,20/3/2021,21,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
265,Bovine,20/3/2021,21,5,1,5a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
269,Bovine,20/3/2021,21,5,1,5a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
273,Bovine,20/3/2021,21,5,1,5a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
232,Caprine,20/3/2021,21,5,0,5b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
245,Caprine,20/3/2021,21,5,0,5b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
248,Caprine,20/3/2021,21,5,0,5b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
253,Caprine,20/3/2021,21,5,0,5b,0,0,0,0,0,0,0,0,39,Experimental Barn
256,Bovine,20/3/2021,21,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
261,Bovine,20/3/2021,21,6,1,6a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
268,Bovine,20/3/2021,21,6,1,6a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
272,Bovine,20/3/2021,21,6,1,6a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
231,Caprine,20/3/2021,21,6,0,6b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
240,Caprine,20/3/2021,21,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
244,Caprine,20/3/2021,21,6,0,6b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
250,Caprine,20/3/2021,21,6,0,6b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
260,Bovine,21/3/2021,22,1,1,1a,0,0,0,0,0,0,0,0,38,Experimental Barn
266,Bovine,21/3/2021,22,1,1,1a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
274,Bovine,21/3/2021,22,1,1,1a,0,0,0,0,0,0,0,0,38,Experimental Barn
275,Bovine,21/3/2021,22,1,1,1a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
239,Caprine,21/3/2021,22,1,0,1b,0,0,0,0,0,0,0,0,38,Experimental Barn
241,Caprine,21/3/2021,22,1,0,1b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
246,Caprine,21/3/2021,22,1,0,1b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
255,Caprine,21/3/2021,22,1,0,1b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
259,Bovine,21/3/2021,22,2,1,2a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
262,Bovine,21/3/2021,22,2,1,2a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
263,Bovine,21/3/2021,22,2,1,2a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
271,Bovine,21/3/2021,22,2,1,2a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
234,Caprine,21/3/2021,22,2,0,2b,0,0,0,0,0,0,0,0,37.9,Experimental Barn
235,Caprine,21/3/2021,22,2,0,2b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
252,Caprine,21/3/2021,22,2,0,2b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
254,Caprine,21/3/2021,22,2,0,2b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
233,Caprine,21/3/2021,22,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,21/3/2021,22,3,1,3a,1,0,0,0,0,0,1,1,38.9,Postive Control
236,Caprine,21/3/2021,22,4,0,4b,0,0,0,0,0,0,0,0,38.9,Negative Control
243,Caprine,21/3/2021,22,4,0,4b,0,0,0,0,0,0,0,0,38.5,Negative Control
258,Bovine,21/3/2021,22,5,1,5a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
265,Bovine,21/3/2021,22,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
269,Bovine,21/3/2021,22,5,1,5a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
273,Bovine,21/3/2021,22,5,1,5a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
