eartag,species,date,dpi,barn,innoc,barni,general,temp,feces,odnd,headmucos,resp,totscore,autosum,tempc,expt
235,Caprine,6/3/2021,7,2,0,2b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
252,Caprine,6/3/2021,7,2,0,2b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
254,Caprine,6/3/2021,7,2,0,2b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
233,Caprine,6/3/2021,7,3,1,3a,1,0,2,1,0,1,5,5,37.1,Postive Control
247,Caprine,6/3/2021,7,3,1,3a,1,2,0,2,0,1,6,6,40.8,Postive Control
236,Caprine,6/3/2021,7,4,0,4b,0,0,0,0,0,0,0,0,39.1,Negative Control
243,Caprine,6/3/2021,7,4,0,4b,0,0,0,0,0,0,0,0,38.2,Negative Control
258,Bovine,6/3/2021,7,5,1,5a,0,1,0,0,0,0,1,1,39.8,Experimental Barn
265,Bovine,6/3/2021,7,5,1,5a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
269,Bovine,6/3/2021,7,5,1,5a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
273,Bovine,6/3/2021,7,5,1,5a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
232,Caprine,6/3/2021,7,5,0,5b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
245,Caprine,6/3/2021,7,5,0,5b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
248,Caprine,6/3/2021,7,5,0,5b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
253,Caprine,6/3/2021,7,5,0,5b,0,0,0,0,0,0,0,0,39,Experimental Barn
256,Bovine,6/3/2021,7,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
261,Bovine,6/3/2021,7,6,1,6a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
268,Bovine,6/3/2021,7,6,1,6a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
272,Bovine,6/3/2021,7,6,1,6a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
231,Caprine,6/3/2021,7,6,0,6b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
240,Caprine,6/3/2021,7,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
244,Caprine,6/3/2021,7,6,0,6b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
250,Caprine,6/3/2021,7,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
260,Bovine,7/3/2021,8,1,1,1a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
266,Bovine,7/3/2021,8,1,1,1a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
274,Bovine,7/3/2021,8,1,1,1a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
275,Bovine,7/3/2021,8,1,1,1a,0,0,0,0,0,0,0,0,39,Experimental Barn
239,Caprine,7/3/2021,8,1,0,1b,0,0,0,0,0,0,0,0,39,Experimental Barn
241,Caprine,7/3/2021,8,1,0,1b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
246,Caprine,7/3/2021,8,1,0,1b,0,0,0,0,0,0,0,0,39,Experimental Barn
255,Caprine,7/3/2021,8,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
259,Bovine,7/3/2021,8,2,1,2a,0,0,0,0,0,0,0,0,37.8,Experimental Barn
262,Bovine,7/3/2021,8,2,1,2a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
263,Bovine,7/3/2021,8,2,1,2a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
271,Bovine,7/3/2021,8,2,1,2a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
234,Caprine,7/3/2021,8,2,0,2b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
235,Caprine,7/3/2021,8,2,0,2b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
252,Caprine,7/3/2021,8,2,0,2b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
254,Caprine,7/3/2021,8,2,0,2b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
233,Caprine,7/3/2021,8,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,7/3/2021,8,3,1,3a,3,1,2,2,0,1,9,9,39.7,Postive Control
236,Caprine,7/3/2021,8,4,0,4b,0,0,0,0,0,0,0,0,38.5,Negative Control
243,Caprine,7/3/2021,8,4,0,4b,0,0,0,0,0,0,0,0,38.3,Negative Control
258,Bovine,7/3/2021,8,5,1,5a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
265,Bovine,7/3/2021,8,5,1,5a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
269,Bovine,7/3/2021,8,5,1,5a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
273,Bovine,7/3/2021,8,5,1,5a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
232,Caprine,7/3/2021,8,5,0,5b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
245,Caprine,7/3/2021,8,5,0,5b,0,0,0,0,0,0,0,0,37.7,Experimental Barn
248,Caprine,7/3/2021,8,5,0,5b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
253,Caprine,7/3/2021,8,5,0,5b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
256,Bovine,7/3/2021,8,6,1,6a,0,0,0,0,0,0,0,0,38,Experimental Barn
261,Bovine,7/3/2021,8,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
268,Bovine,7/3/2021,8,6,1,6a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
272,Bovine,7/3/2021,8,6,1,6a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
231,Caprine,7/3/2021,8,6,0,6b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
240,Caprine,7/3/2021,8,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
244,Caprine,7/3/2021,8,6,0,6b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
250,Caprine,7/3/2021,8,6,0,6b,0,0,0,0,0,0,0,0,37.8,Experimental Barn
260,Bovine,8/3/2021,9,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
266,Bovine,8/3/2021,9,1,1,1a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
274,Bovine,8/3/2021,9,1,1,1a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
275,Bovine,8/3/2021,9,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
239,Caprine,8/3/2021,9,1,0,1b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
241,Caprine,8/3/2021,9,1,0,1b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
246,Caprine,8/3/2021,9,1,0,1b,0,1,0,0,0,0,1,1,39.7,Experimental Barn
255,Caprine,8/3/2021,9,1,0,1b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
259,Bovine,8/3/2021,9,2,1,2a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
262,Bovine,8/3/2021,9,2,1,2a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
263,Bovine,8/3/2021,9,2,1,2a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
271,Bovine,8/3/2021,9,2,1,2a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
234,Caprine,8/3/2021,9,2,0,2b,0,0,0,0,0,0,0,0,38,Experimental Barn
235,Caprine,8/3/2021,9,2,0,2b,0,0,0,0,0,0,0,0,39,Experimental Barn
252,Caprine,8/3/2021,9,2,0,2b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
254,Caprine,8/3/2021,9,2,0,2b,0,0,0,0,0,0,0,0,37.9,Experimental Barn
233,Caprine,8/3/2021,9,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,8/3/2021,9,3,1,3a,2,0,2,2,0,1,7,7,38.7,Postive Control
236,Caprine,8/3/2021,9,4,0,4b,0,0,0,0,0,0,0,0,38.5,Negative Control
243,Caprine,8/3/2021,9,4,0,4b,0,0,0,0,0,0,0,0,38.6,Negative Control
258,Bovine,8/3/2021,9,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
265,Bovine,8/3/2021,9,5,1,5a,0,0,0,0,0,0,0,0,39,Experimental Barn
269,Bovine,8/3/2021,9,5,1,5a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
273,Bovine,8/3/2021,9,5,1,5a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
232,Caprine,8/3/2021,9,5,0,5b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
245,Caprine,8/3/2021,9,5,0,5b,0,0,0,0,0,0,0,0,38,Experimental Barn
248,Caprine,8/3/2021,9,5,0,5b,0,0,0,0,0,0,0,0,39,Experimental Barn
253,Caprine,8/3/2021,9,5,0,5b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
256,Bovine,8/3/2021,9,6,1,6a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
261,Bovine,8/3/2021,9,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
268,Bovine,8/3/2021,9,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
272,Bovine,8/3/2021,9,6,1,6a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
231,Caprine,8/3/2021,9,6,0,6b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
240,Caprine,8/3/2021,9,6,0,6b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
244,Caprine,8/3/2021,9,6,0,6b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
250,Caprine,8/3/2021,9,6,0,6b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
260,Bovine,9/3/2021,10,1,1,1a,0,0,0,0,0,0,0,0,37.7,Experimental Barn
266,Bovine,9/3/2021,10,1,1,1a,0,0,0,0,0,0,0,0,38,Experimental Barn
274,Bovine,9/3/2021,10,1,1,1a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
275,Bovine,9/3/2021,10,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
239,Caprine,9/3/2021,10,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
241,Caprine,9/3/2021,10,1,0,1b,0,0,0,0,0,0,0,0,37.8,Experimental Barn
246,Caprine,9/3/2021,10,1,0,1b,0,1,0,0,0,0,1,1,39.9,Experimental Barn
255,Caprine,9/3/2021,10,1,0,1b,0,0,0,0,0,0,0,0,38,Experimental Barn
259,Bovine,9/3/2021,10,2,1,2a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
262,Bovine,9/3/2021,10,2,1,2a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
263,Bovine,9/3/2021,10,2,1,2a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
271,Bovine,9/3/2021,10,2,1,2a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
234,Caprine,9/3/2021,10,2,0,2b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
235,Caprine,9/3/2021,10,2,0,2b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
252,Caprine,9/3/2021,10,2,0,2b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
254,Caprine,9/3/2021,10,2,0,2b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
233,Caprine,9/3/2021,10,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,9/3/2021,10,3,1,3a,1,0,1,2,0,1,5,5,38.1,Postive Control
236,Caprine,9/3/2021,10,4,0,4b,0,0,0,0,0,0,0,0,38.7,Negative Control
243,Caprine,9/3/2021,10,4,0,4b,0,0,0,0,0,0,0,0,38.4,Negative Control
258,Bovine,9/3/2021,10,5,1,5a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
265,Bovine,9/3/2021,10,5,1,5a,0,0,0,0,0,0,0,0,39,Experimental Barn
269,Bovine,9/3/2021,10,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
273,Bovine,9/3/2021,10,5,1,5a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
232,Caprine,9/3/2021,10,5,0,5b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
245,Caprine,9/3/2021,10,5,0,5b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
248,Caprine,9/3/2021,10,5,0,5b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
253,Caprine,9/3/2021,10,5,0,5b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
256,Bovine,9/3/2021,10,6,1,6a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
261,Bovine,9/3/2021,10,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
268,Bovine,9/3/2021,10,6,1,6a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
272,Bovine,9/3/2021,10,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
231,Caprine,9/3/2021,10,6,0,6b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
240,Caprine,9/3/2021,10,6,0,6b,0,0,0,0,0,0,0,0,39.3,Experimental Barn
244,Caprine,9/3/2021,10,6,0,6b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
250,Caprine,9/3/2021,10,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
260,Bovine,10/3/2021,11,1,1,1a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
266,Bovine,10/3/2021,11,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
274,Bovine,10/3/2021,11,1,1,1a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
275,Bovine,10/3/2021,11,1,1,1a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
239,Caprine,10/3/2021,11,1,0,1b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
241,Caprine,10/3/2021,11,1,0,1b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
246,Caprine,10/3/2021,11,1,0,1b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
255,Caprine,10/3/2021,11,1,0,1b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
259,Bovine,10/3/2021,11,2,1,2a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
262,Bovine,10/3/2021,11,2,1,2a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
263,Bovine,10/3/2021,11,2,1,2a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
271,Bovine,10/3/2021,11,2,1,2a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
234,Caprine,10/3/2021,11,2,0,2b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
235,Caprine,10/3/2021,11,2,0,2b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
252,Caprine,10/3/2021,11,2,0,2b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
254,Caprine,10/3/2021,11,2,0,2b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
233,Caprine,10/3/2021,11,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,10/3/2021,11,3,1,3a,1,0,1,2,0,0,4,4,38.8,Postive Control
236,Caprine,10/3/2021,11,4,0,4b,0,0,0,0,0,0,0,0,38.2,Negative Control
243,Caprine,10/3/2021,11,4,0,4b,0,0,0,0,0,0,0,0,38.3,Negative Control
258,Bovine,10/3/2021,11,5,1,5a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
265,Bovine,10/3/2021,11,5,1,5a,0,0,0,0,0,0,0,0,39,Experimental Barn
269,Bovine,10/3/2021,11,5,1,5a,0,0,0,0,0,0,0,0,38,Experimental Barn
273,Bovine,10/3/2021,11,5,1,5a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
232,Caprine,10/3/2021,11,5,0,5b,0,0,0,0,0,0,0,0,39,Experimental Barn
245,Caprine,10/3/2021,11,5,0,5b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
248,Caprine,10/3/2021,11,5,0,5b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
253,Caprine,10/3/2021,11,5,0,5b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
256,Bovine,10/3/2021,11,6,1,6a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
261,Bovine,10/3/2021,11,6,1,6a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
268,Bovine,10/3/2021,11,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
272,Bovine,10/3/2021,11,6,1,6a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
231,Caprine,10/3/2021,11,6,0,6b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
240,Caprine,10/3/2021,11,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
244,Caprine,10/3/2021,11,6,0,6b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
250,Caprine,10/3/2021,11,6,0,6b,0,0,0,0,0,0,0,0,38,Experimental Barn
260,Bovine,11/3/2021,12,1,1,1a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
266,Bovine,11/3/2021,12,1,1,1a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
274,Bovine,11/3/2021,12,1,1,1a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
275,Bovine,11/3/2021,12,1,1,1a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
239,Caprine,11/3/2021,12,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
241,Caprine,11/3/2021,12,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
246,Caprine,11/3/2021,12,1,0,1b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
255,Caprine,11/3/2021,12,1,0,1b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
259,Bovine,11/3/2021,12,2,1,2a,0,0,0,0,0,0,0,0,39.2,Experimental Barn
262,Bovine,11/3/2021,12,2,1,2a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
263,Bovine,11/3/2021,12,2,1,2a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
271,Bovine,11/3/2021,12,2,1,2a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
234,Caprine,11/3/2021,12,2,0,2b,0,0,0,0,0,0,0,0,38.4,Experimental Barn
235,Caprine,11/3/2021,12,2,0,2b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
252,Caprine,11/3/2021,12,2,0,2b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
254,Caprine,11/3/2021,12,2,0,2b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
233,Caprine,11/3/2021,12,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,11/3/2021,12,3,1,3a,1,0,1,1,0,0,3,3,38.8,Postive Control
236,Caprine,11/3/2021,12,4,0,4b,0,0,0,0,0,0,0,0,38.9,Negative Control
243,Caprine,11/3/2021,12,4,0,4b,0,0,0,0,0,0,0,0,38.1,Negative Control
258,Bovine,11/3/2021,12,5,1,5a,0,0,0,0,0,0,0,0,37.8,Experimental Barn
265,Bovine,11/3/2021,12,5,1,5a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
269,Bovine,11/3/2021,12,5,1,5a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
273,Bovine,11/3/2021,12,5,1,5a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
232,Caprine,11/3/2021,12,5,0,5b,0,0,0,0,0,0,0,0,39,Experimental Barn
245,Caprine,11/3/2021,12,5,0,5b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
248,Caprine,11/3/2021,12,5,0,5b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
253,Caprine,11/3/2021,12,5,0,5b,0,0,0,0,0,0,0,0,39,Experimental Barn
256,Bovine,11/3/2021,12,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
261,Bovine,11/3/2021,12,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
268,Bovine,11/3/2021,12,6,1,6a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
272,Bovine,11/3/2021,12,6,1,6a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
231,Caprine,11/3/2021,12,6,0,6b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
240,Caprine,11/3/2021,12,6,0,6b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
244,Caprine,11/3/2021,12,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
250,Caprine,11/3/2021,12,6,0,6b,0,0,0,0,0,0,0,0,39.2,Experimental Barn
260,Bovine,12/3/2021,13,1,1,1a,0,0,0,0,0,0,0,0,37.9,Experimental Barn
266,Bovine,12/3/2021,13,1,1,1a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
274,Bovine,12/3/2021,13,1,1,1a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
275,Bovine,12/3/2021,13,1,1,1a,0,0,0,0,0,0,0,0,38,Experimental Barn
239,Caprine,12/3/2021,13,1,0,1b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
241,Caprine,12/3/2021,13,1,0,1b,0,0,0,0,0,0,0,0,38.2,Experimental Barn
246,Caprine,12/3/2021,13,1,0,1b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
255,Caprine,12/3/2021,13,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
259,Bovine,12/3/2021,13,2,1,2a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
262,Bovine,12/3/2021,13,2,1,2a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
263,Bovine,12/3/2021,13,2,1,2a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
271,Bovine,12/3/2021,13,2,1,2a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
234,Caprine,12/3/2021,13,2,0,2b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
235,Caprine,12/3/2021,13,2,0,2b,0,0,0,0,0,0,0,0,38,Experimental Barn
252,Caprine,12/3/2021,13,2,0,2b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
254,Caprine,12/3/2021,13,2,0,2b,0,0,0,0,0,0,0,0,38,Experimental Barn
233,Caprine,12/3/2021,13,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,12/3/2021,13,3,1,3a,1,0,1,1,0,2,5,5,38.7,Postive Control
236,Caprine,12/3/2021,13,4,0,4b,0,0,0,0,0,0,0,0,38.2,Negative Control
243,Caprine,12/3/2021,13,4,0,4b,0,0,0,0,0,0,0,0,38.5,Negative Control
258,Bovine,12/3/2021,13,5,1,5a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
265,Bovine,12/3/2021,13,5,1,5a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
269,Bovine,12/3/2021,13,5,1,5a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
273,Bovine,12/3/2021,13,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
232,Caprine,12/3/2021,13,5,0,5b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
245,Caprine,12/3/2021,13,5,0,5b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
248,Caprine,12/3/2021,13,5,0,5b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
253,Caprine,12/3/2021,13,5,0,5b,0,0,0,0,0,0,0,0,38.3,Experimental Barn
256,Bovine,12/3/2021,13,6,1,6a,0,0,0,0,0,0,0,0,38,Experimental Barn
261,Bovine,12/3/2021,13,6,1,6a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
268,Bovine,12/3/2021,13,6,1,6a,0,0,0,0,0,0,0,0,38.2,Experimental Barn
272,Bovine,12/3/2021,13,6,1,6a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
231,Caprine,12/3/2021,13,6,0,6b,0,0,0,0,0,0,0,0,37.9,Experimental Barn
240,Caprine,12/3/2021,13,6,0,6b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
244,Caprine,12/3/2021,13,6,0,6b,0,0,0,0,0,0,0,0,38.1,Experimental Barn
250,Caprine,12/3/2021,13,6,0,6b,0,0,0,0,0,0,0,0,38.5,Experimental Barn
260,Bovine,13/3/2021,14,1,1,1a,0,0,0,0,0,0,0,0,37.4,Experimental Barn
266,Bovine,13/3/2021,14,1,1,1a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
274,Bovine,13/3/2021,14,1,1,1a,0,0,0,0,0,0,0,0,38.4,Experimental Barn
275,Bovine,13/3/2021,14,1,1,1a,0,0,0,0,0,0,0,0,37.7,Experimental Barn
239,Caprine,13/3/2021,14,1,0,1b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
241,Caprine,13/3/2021,14,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
246,Caprine,13/3/2021,14,1,0,1b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
255,Caprine,13/3/2021,14,1,0,1b,0,0,0,0,0,0,0,0,38.7,Experimental Barn
259,Bovine,13/3/2021,14,2,1,2a,0,0,0,0,0,0,0,0,39,Experimental Barn
262,Bovine,13/3/2021,14,2,1,2a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
263,Bovine,13/3/2021,14,2,1,2a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
271,Bovine,13/3/2021,14,2,1,2a,0,0,0,0,0,0,0,0,39.1,Experimental Barn
234,Caprine,13/3/2021,14,2,0,2b,0,0,0,0,0,0,0,0,39.4,Experimental Barn
235,Caprine,13/3/2021,14,2,0,2b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
252,Caprine,13/3/2021,14,2,0,2b,0,0,0,0,0,0,0,0,39,Experimental Barn
254,Caprine,13/3/2021,14,2,0,2b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
233,Caprine,13/3/2021,14,3,1,3a,0,0,0,0,0,0,0,,0,Postive Control
247,Caprine,13/3/2021,14,3,1,3a,1,0,1,1,0,1,4,4,38.7,Postive Control
236,Caprine,13/3/2021,14,4,0,4b,0,0,0,0,0,0,0,0,38.6,Negative Control
243,Caprine,13/3/2021,14,4,0,4b,0,0,0,0,0,0,0,0,38.4,Negative Control
258,Bovine,13/3/2021,14,5,1,5a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
265,Bovine,13/3/2021,14,5,1,5a,0,0,0,0,0,0,0,0,38.9,Experimental Barn
269,Bovine,13/3/2021,14,5,1,5a,0,0,0,0,0,0,0,0,38.1,Experimental Barn
273,Bovine,13/3/2021,14,5,1,5a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
232,Caprine,13/3/2021,14,5,0,5b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
245,Caprine,13/3/2021,14,5,0,5b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
248,Caprine,13/3/2021,14,5,0,5b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
253,Caprine,13/3/2021,14,5,0,5b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
256,Bovine,13/3/2021,14,6,1,6a,0,0,0,0,0,0,0,0,38.6,Experimental Barn
261,Bovine,13/3/2021,14,6,1,6a,0,0,0,0,0,0,0,0,38.8,Experimental Barn
268,Bovine,13/3/2021,14,6,1,6a,0,0,0,0,0,0,0,0,38.7,Experimental Barn
272,Bovine,13/3/2021,14,6,1,6a,0,0,0,0,0,0,0,0,38.3,Experimental Barn
231,Caprine,13/3/2021,14,6,0,6b,0,0,0,0,0,0,0,0,38.6,Experimental Barn
240,Caprine,13/3/2021,14,6,0,6b,0,0,0,0,0,0,0,0,39.1,Experimental Barn
244,Caprine,13/3/2021,14,6,0,6b,0,0,0,0,0,0,0,0,38.9,Experimental Barn
250,Caprine,13/3/2021,14,6,0,6b,0,0,0,0,0,0,0,0,38.8,Experimental Barn
260,Bovine,14/3/2021,15,1,1,1a,0,0,0,0,0,0,0,0,38.5,Experimental Barn
