eartag,species,date,dpi,barn,innoc,barni,od1,od2,delete,od_avg,sn,status,expt
175,Caprine,26/11/2020,0,5,0,5b,1.02,1.1,,1.06,80.1,Neg,Positive Control
179,Caprine,26/11/2020,0,5,1,5a,1,1.06,,1.03,78.09,Neg,Positive Control
167,Caprine,26/11/2020,0,3,0,3a,1.13,1.14,,1.14,86.15,Neg,Negative Control
183,Caprine,26/11/2020,0,3,0,3a,1.14,1.16,,1.15,86.91,Neg,Negative Control
99,Bovine,30/11/2020,4,1,1,1a,1.09,1.11,,1.1,75.71,Neg,Experimental Barn
110,Bovine,30/11/2020,4,1,1,1a,1.07,1.04,,1.05,72.58,Neg,Experimental Barn
151,Bovine,30/11/2020,4,1,1,1a,1.39,1.31,,1.35,92.97,Neg,Experimental Barn
161,Bovine,30/11/2020,4,1,1,1a,0.85,0.87,,0.86,68.24,Neg,Experimental Barn
164,Caprine,30/11/2020,4,1,0,1b,1.07,1.01,,1.04,71.68,Neg,Experimental Barn
171,Caprine,30/11/2020,4,1,0,1b,1.15,1.13,,1.14,83.3,Neg,Experimental Barn
182,Caprine,30/11/2020,4,1,0,1b,0.79,0.78,,0.78,84.73,Neg,Experimental Barn
180,Caprine,30/11/2020,4,1,0,1b,1.12,1.08,,1.1,80.45,Neg,Experimental Barn
152,Bovine,30/11/2020,4,4,1,4a,1.17,1.22,,1.2,82.36,Neg,Experimental Barn
155,Bovine,30/11/2020,4,4,1,4a,0.9,0.91,,0.91,66.42,Neg,Experimental Barn
158,Bovine,30/11/2020,4,4,1,4a,1.08,1.06,,1.07,73.54,Neg,Experimental Barn
159,Bovine,30/11/2020,4,4,1,4a,1.28,1.22,,1.25,85.98,Neg,Experimental Barn
165,Caprine,30/11/2020,4,4,0,4b,1.11,1.1,,1.1,76.06,Neg,Experimental Barn
166,Caprine,30/11/2020,4,4,0,4b,1.04,1.1,,1.07,73.48,Neg,Experimental Barn
176,Caprine,30/11/2020,4,4,0,4b,1.51,1.24,,1.38,94.83,Neg,Experimental Barn
181,Caprine,30/11/2020,4,4,0,4b,0.83,1.57,,1.2,82.71,Neg,Experimental Barn
113,Bovine,30/11/2020,4,6,1,6a,1.01,1.53,,1.27,87.5,Neg,Experimental Barn
149,Bovine,30/11/2020,4,6,1,6a,0.9,1.58,,1.24,85.6,Neg,Experimental Barn
156,Bovine,30/11/2020,4,6,1,6a,0.67,1.5,,1.08,74.72,Neg,Experimental Barn
153,Bovine,30/11/2020,4,6,1,6a,0.65,1.56,,1.11,76.4,Neg,Experimental Barn
162,Caprine,30/11/2020,4,6,0,6b,1.05,1.65,,1.35,92.87,Neg,Experimental Barn
169,Caprine,30/11/2020,4,6,0,6b,0.99,1.5,,1.24,85.53,Neg,Experimental Barn
173,Caprine,30/11/2020,4,6,0,6b,1.24,1.23,,1.24,85.15,Neg,Experimental Barn
185,Caprine,30/11/2020,4,6,0,6b,0.97,0.92,,0.94,64.97,Neg,Experimental Barn
172,Caprine,30/11/2020,4,5,1,5a,1.24,1.17,,1.21,83.16,Neg,Positive Control
174,Caprine,30/11/2020,4,5,0,5b,0.95,0.96,,0.96,65.97,Neg,Positive Control
175,Caprine,30/11/2020,4,5,0,5b,0.64,0.64,,0.64,44.37,Pos,Positive Control
179,Caprine,30/11/2020,4,5,1,5a,1.03,1.01,,1.02,70.34,Neg,Positive Control
167,Caprine,30/11/2020,4,3,0,3a,1.18,1.17,,1.17,80.78,Neg,Negative Control
183,Caprine,30/11/2020,4,3,0,3a,1.18,1.14,,1.16,80.12,Neg,Negative Control
99,Bovine,3/12/2020,7,1,1,1a,0.97,0.93,,0.95,68.98,Neg,Experimental Barn
110,Bovine,3/12/2020,7,1,1,1a,0.3,0.28,,0.29,20.92,Pos,Experimental Barn
151,Bovine,3/12/2020,7,1,1,1a,0.38,0.38,,0.38,27.68,Pos,Experimental Barn
161,Bovine,3/12/2020,7,1,1,1a,0.72,0.68,,0.7,55.1,Doubt,Experimental Barn
164,Caprine,3/12/2020,7,1,0,1b,1.05,1.06,,1.05,76.61,Neg,Experimental Barn
171,Caprine,3/12/2020,7,1,0,1b,1.17,1.16,,1.17,84.63,Neg,Experimental Barn
182,Caprine,3/12/2020,7,1,0,1b,1.19,1.18,,1.18,85.94,Neg,Experimental Barn
180,Caprine,3/12/2020,7,1,0,1b,1.03,0.99,,1.01,73.52,Neg,Experimental Barn
152,Bovine,3/12/2020,7,4,1,4a,0.53,0.52,,0.52,38.03,Pos,Experimental Barn
155,Bovine,3/12/2020,7,4,1,4a,0.54,0.54,,0.54,39.38,Pos,Experimental Barn
158,Bovine,3/12/2020,7,4,1,4a,0.83,0.86,,0.84,61.17,Neg,Experimental Barn
159,Bovine,3/12/2020,7,4,1,4a,1.01,1,,1.01,73.16,Neg,Experimental Barn
165,Caprine,3/12/2020,7,4,0,4b,1.09,1.12,,1.11,80.28,Neg,Experimental Barn
166,Caprine,3/12/2020,7,4,0,4b,1.1,1.11,,1.1,80.24,Neg,Experimental Barn
176,Caprine,3/12/2020,7,4,0,4b,1.16,1.16,,1.16,84.31,Neg,Experimental Barn
181,Caprine,3/12/2020,7,4,0,4b,1.04,1.04,,1.04,75.66,Neg,Experimental Barn
113,Bovine,3/12/2020,7,6,1,6a,0.96,0.97,,0.97,70.11,Neg,Experimental Barn
149,Bovine,3/12/2020,7,6,1,6a,1.14,1.17,,1.15,83.62,Neg,Experimental Barn
156,Bovine,3/12/2020,7,6,1,6a,0.54,0.57,,0.56,40.39,Pos,Experimental Barn
153,Bovine,3/12/2020,7,6,1,6a,0.35,0.35,,0.35,25.32,Pos,Experimental Barn
162,Caprine,3/12/2020,7,6,0,6b,0.81,0.85,,0.83,60.3,Neg,Experimental Barn
169,Caprine,3/12/2020,7,6,0,6b,1.18,1.22,,1.2,87.07,Neg,Experimental Barn
173,Caprine,3/12/2020,7,6,0,6b,1.06,1.07,,1.06,77.33,Neg,Experimental Barn
185,Caprine,3/12/2020,7,6,0,6b,1.13,1.18,,1.15,83.84,Neg,Experimental Barn
172,Caprine,3/12/2020,7,5,1,5a,0.2,0.23,,0.21,15.37,Pos,Positive Control
174,Caprine,3/12/2020,7,5,0,5b,0.19,0.19,,0.19,13.8,Pos,Positive Control
175,Caprine,3/12/2020,7,5,0,5b,1.15,1.2,,1.18,85.4,Neg,Positive Control
179,Caprine,3/12/2020,7,5,1,5a,0.78,0.86,,0.82,59.75,Doubt,Positive Control
167,Caprine,3/12/2020,7,3,0,3a,1.1,1.16,,1.13,82.2,Neg,Negative Control
183,Caprine,3/12/2020,7,3,0,3a,1.22,1.35,,1.28,93.13,Neg,Negative Control
99,Bovine,6/12/2020,10,1,1,1a,0.12,0.12,,0.12,10.49,Pos,Experimental Barn
110,Bovine,6/12/2020,10,1,1,1a,0.13,0.12,,0.13,10.79,Pos,Experimental Barn
151,Bovine,6/12/2020,10,1,1,1a,0.09,0.09,,0.09,8.02,Pos,Experimental Barn
161,Bovine,6/12/2020,10,1,1,1a,0.13,0.13,,0.13,11.09,Pos,Experimental Barn
164,Caprine,6/12/2020,10,1,0,1b,0.79,0.84,,0.81,69.34,Neg,Experimental Barn
171,Caprine,6/12/2020,10,1,0,1b,0.87,0.87,,0.87,74.03,Neg,Experimental Barn
182,Caprine,6/12/2020,10,1,0,1b,1.01,1.1,,1.05,89.55,Neg,Experimental Barn
180,Caprine,6/12/2020,10,1,0,1b,0.94,0.99,,0.96,82,Neg,Experimental Barn
152,Bovine,6/12/2020,10,4,1,4a,0.15,0.15,,0.15,12.67,Pos,Experimental Barn
155,Bovine,6/12/2020,10,4,1,4a,0.12,0.12,,0.12,10.32,Pos,Experimental Barn
158,Bovine,6/12/2020,10,4,1,4a,0.13,0.14,,0.14,11.6,Pos,Experimental Barn
159,Bovine,6/12/2020,10,4,1,4a,0.26,0.28,,0.27,22.94,Pos,Experimental Barn
165,Caprine,6/12/2020,10,4,0,4b,1.04,1.04,,1.04,88.7,Neg,Experimental Barn
166,Caprine,6/12/2020,10,4,0,4b,1,1.04,,1.02,86.87,Neg,Experimental Barn
176,Caprine,6/12/2020,10,4,0,4b,1.16,1.16,,1.16,98.98,Neg,Experimental Barn
181,Caprine,6/12/2020,10,4,0,4b,0.92,0.99,,0.96,81.54,Neg,Experimental Barn
113,Bovine,6/12/2020,10,6,1,6a,0.24,0.26,,0.25,21.58,Pos,Experimental Barn
149,Bovine,6/12/2020,10,6,1,6a,0.1,0.1,,0.1,8.78,Pos,Experimental Barn
156,Bovine,6/12/2020,10,6,1,6a,0.11,0.11,,0.11,9.55,Pos,Experimental Barn
153,Bovine,6/12/2020,10,6,1,6a,0.09,0.09,,0.09,7.63,Pos,Experimental Barn
162,Caprine,6/12/2020,10,6,0,6b,0.8,0.8,,0.8,68.1,Neg,Experimental Barn
169,Caprine,6/12/2020,10,6,0,6b,1.07,1.08,,1.07,91.56,Neg,Experimental Barn
173,Caprine,6/12/2020,10,6,0,6b,0.66,0.66,,0.66,51.91,Doubt,Experimental Barn
185,Caprine,6/12/2020,10,6,0,6b,1.04,1.02,,1.03,87.93,Neg,Experimental Barn
172,Caprine,6/12/2020,10,5,1,5a,NA,NA,,NA,NA,NA,Positive Control
174,Caprine,6/12/2020,10,5,0,5b,0.07,0.08,,0.08,6.44,Pos,Positive Control
175,Caprine,6/12/2020,10,5,0,5b,1.01,1.05,,1.03,87.8,Neg,Positive Control
179,Caprine,6/12/2020,10,5,1,5a,0.69,0.73,,0.71,60.47,Neg,Positive Control
167,Caprine,6/12/2020,10,3,0,3a,1.01,1.04,,1.03,87.59,Neg,Negative Control
183,Caprine,6/12/2020,10,3,0,3a,1.13,1.15,,1.14,97.1,Neg,Negative Control
99,Bovine,10/12/2020,14,1,1,1a,0.1,0.1,,0.1,8.96,Pos,Experimental Barn
110,Bovine,10/12/2020,14,1,1,1a,0.12,0.11,,0.11,10.11,Pos,Experimental Barn
151,Bovine,10/12/2020,14,1,1,1a,0.09,0.09,,0.09,7.59,Pos,Experimental Barn
161,Bovine,10/12/2020,14,1,1,1a,0.1,0.1,,0.1,8.91,Pos,Experimental Barn
164,Caprine,10/12/2020,14,1,0,1b,0.77,0.82,,0.8,70.3,Neg,Experimental Barn
171,Caprine,10/12/2020,14,1,0,1b,0.84,0.82,,0.83,73.08,Neg,Experimental Barn
182,Caprine,10/12/2020,14,1,0,1b,1,0.95,,0.97,85.7,Neg,Experimental Barn
180,Caprine,10/12/2020,14,1,0,1b,0.87,0.9,,0.89,78.29,Neg,Experimental Barn
152,Bovine,10/12/2020,14,4,1,4a,0.11,0.11,,0.11,9.62,Pos,Experimental Barn
155,Bovine,10/12/2020,14,4,1,4a,0.1,0.1,,0.1,8.61,Pos,Experimental Barn
158,Bovine,10/12/2020,14,4,1,4a,0.1,0.1,,0.1,8.43,Pos,Experimental Barn
159,Bovine,10/12/2020,14,4,1,4a,0.11,0.12,,0.11,9.97,Pos,Experimental Barn
165,Caprine,10/12/2020,14,4,0,4b,0.97,1.01,,0.99,87.11,Neg,Experimental Barn
166,Caprine,10/12/2020,14,4,0,4b,0.92,0.94,,0.93,82.04,Neg,Experimental Barn
176,Caprine,10/12/2020,14,4,0,4b,0.94,0.93,,0.93,82.13,Neg,Experimental Barn
181,Caprine,10/12/2020,14,4,0,4b,0.88,0.86,,0.87,76.7,Neg,Experimental Barn
113,Bovine,10/12/2020,14,6,1,6a,0.12,0.13,,0.12,10.81,Pos,Experimental Barn
149,Bovine,10/12/2020,14,6,1,6a,0.1,0.1,,0.1,8.74,Pos,Experimental Barn
156,Bovine,10/12/2020,14,6,1,6a,0.09,0.09,,0.09,7.9,Pos,Experimental Barn
153,Bovine,10/12/2020,14,6,1,6a,0.07,0.07,,0.07,6.13,Pos,Experimental Barn
162,Caprine,10/12/2020,14,6,0,6b,0.75,0.73,,0.74,65.49,Neg,Experimental Barn
169,Caprine,10/12/2020,14,6,0,6b,0.98,1,,0.99,87.6,Neg,Experimental Barn
173,Caprine,10/12/2020,14,6,0,6b,0.56,0.55,,0.56,40.83,Pos,Experimental Barn
185,Caprine,10/12/2020,14,6,0,6b,0.94,0.94,,0.94,83.05,Neg,Experimental Barn
172,Caprine,10/12/2020,14,5,1,5a,NA,NA,,NA,NA,NA,Positive Control
174,Caprine,10/12/2020,14,5,0,5b,0.11,0.11,,0.11,9.62,Pos,Positive Control
175,Caprine,10/12/2020,14,5,0,5b,0.85,0.83,,0.84,74.45,Neg,Positive Control
179,Caprine,10/12/2020,14,5,1,5a,0.65,0.64,,0.64,63.84,Neg,Positive Control
167,Caprine,10/12/2020,14,3,0,3a,0.97,0.99,,0.98,86.54,Neg,Negative Control
183,Caprine,10/12/2020,14,3,0,3a,0.96,0.96,,0.96,84.86,Neg,Negative Control
99,Bovine,13/12/2020,17,1,1,1a,0.15,0.13,,0.14,9.15,Pos,Experimental Barn
110,Bovine,13/12/2020,17,1,1,1a,0.16,0.13,,0.15,9.53,Pos,Experimental Barn
151,Bovine,13/12/2020,17,1,1,1a,0.11,0.1,,0.1,6.52,Pos,Experimental Barn
161,Bovine,13/12/2020,17,1,1,1a,0.13,0.12,,0.12,7.96,Pos,Experimental Barn
164,Caprine,13/12/2020,17,1,0,1b,1.38,1.23,,1.31,83.79,Neg,Experimental Barn
171,Caprine,13/12/2020,17,1,0,1b,1.24,1.18,,1.21,77.82,Neg,Experimental Barn
182,Caprine,13/12/2020,17,1,0,1b,1.34,1.38,,1.36,87.35,Neg,Experimental Barn
180,Caprine,13/12/2020,17,1,0,1b,1.33,1.35,,1.34,85.84,Neg,Experimental Barn
152,Bovine,13/12/2020,17,4,1,4a,0.15,0.15,,0.15,9.7,Pos,Experimental Barn
155,Bovine,13/12/2020,17,4,1,4a,0.14,0.13,,0.13,8.48,Pos,Experimental Barn
158,Bovine,13/12/2020,17,4,1,4a,0.14,0.14,,0.14,8.83,Pos,Experimental Barn
159,Bovine,13/12/2020,17,4,1,4a,0.15,0.14,,0.14,9.28,Pos,Experimental Barn
165,Caprine,13/12/2020,17,4,0,4b,1.44,1.41,,1.42,91.24,Neg,Experimental Barn
166,Caprine,13/12/2020,17,4,0,4b,1.34,1.32,,1.33,85.52,Neg,Experimental Barn
176,Caprine,13/12/2020,17,4,0,4b,1.33,0.69,,1.01,64.75,Neg,Experimental Barn
181,Caprine,13/12/2020,17,4,0,4b,1.18,1.18,,1.18,75.57,Neg,Experimental Barn
113,Bovine,13/12/2020,17,6,1,6a,0.14,0.15,,0.15,9.31,Pos,Experimental Barn
149,Bovine,13/12/2020,17,6,1,6a,0.1,0.1,,0.1,6.65,Pos,Experimental Barn
156,Bovine,13/12/2020,17,6,1,6a,0.12,0.12,,0.12,7.51,Pos,Experimental Barn
153,Bovine,13/12/2020,17,6,1,6a,0.08,0.08,,0.08,5.14,Pos,Experimental Barn
162,Caprine,13/12/2020,17,6,0,6b,1.14,1.14,,1.14,73.23,Neg,Experimental Barn
169,Caprine,13/12/2020,17,6,0,6b,1.37,1.37,,1.37,87.9,Neg,Experimental Barn
173,Caprine,13/12/2020,17,6,0,6b,0.61,0.63,,0.62,45.55,Pos,Experimental Barn
185,Caprine,13/12/2020,17,6,0,6b,1.39,1.39,,1.39,89.47,Neg,Experimental Barn
172,Caprine,13/12/2020,17,5,1,5a,NA,NA,,NA,NA,NA,Positive Control
174,Caprine,13/12/2020,17,5,0,5b,0.13,0.14,,0.13,8.6,Pos,Positive Control
175,Caprine,13/12/2020,17,5,0,5b,0.11,0.11,,0.11,7.13,Pos,Positive Control
179,Caprine,13/12/2020,17,5,1,5a,0.84,0.74,,0.79,47.45,Pos,Positive Control
167,Caprine,13/12/2020,17,3,0,3a,1.35,1.38,,1.37,87.64,Neg,Negative Control
183,Caprine,13/12/2020,17,3,0,3a,1.43,1.44,,1.44,92.26,Neg,Negative Control
99,Bovine,17/12/2020,21,1,1,1a,0.154,0.156,,0.155,12.38019169,Pos,Experimental Barn
110,Bovine,17/12/2020,21,1,1,1a,0.138,0.13,,0.134,10.7028754,Pos,Experimental Barn
151,Bovine,17/12/2020,21,1,1,1a,0.101,0.098,,0.0995,7.947284345,Pos,Experimental Barn
161,Bovine,17/12/2020,21,1,1,1a,0.144,0.142,,0.143,11.42172524,Pos,Experimental Barn
164,Caprine,17/12/2020,21,1,0,1b,1.131,1.13,,1.1305,90.29552716,Neg,Experimental Barn
171,Caprine,17/12/2020,21,1,0,1b,1.04,1.029,,1.0345,82.62779553,Neg,Experimental Barn
182,Caprine,17/12/2020,21,1,0,1b,1.183,1.177,,1.18,94.24920128,Neg,Experimental Barn
180,Caprine,17/12/2020,21,1,0,1b,1.139,1.174,,1.1565,92.37220447,Neg,Experimental Barn
152,Bovine,17/12/2020,21,4,1,4a,0.139,0.143,,0.141,11.26198083,Pos,Experimental Barn
155,Bovine,17/12/2020,21,4,1,4a,0.117,0.114,,0.1155,9.225239617,Pos,Experimental Barn
158,Bovine,17/12/2020,21,4,1,4a,0.12,0.121,,0.1205,9.624600639,Pos,Experimental Barn
159,Bovine,17/12/2020,21,4,1,4a,0.128,0.131,,0.1295,10.34345048,Pos,Experimental Barn
165,Caprine,17/12/2020,21,4,0,4b,1.17,1.047,,1.1085,88.53833866,Neg,Experimental Barn
166,Caprine,17/12/2020,21,4,0,4b,1.074,1.201,,1.1375,90.85463259,Neg,Experimental Barn
176,Caprine,17/12/2020,21,4,0,4b,1.093,1.143,,1.118,89.2971246,Neg,Experimental Barn
181,Caprine,17/12/2020,21,4,0,4b,NA,NA,,NA,NA,NA,Experimental Barn
113,Bovine,17/12/2020,21,6,1,6a,0.124,0.125,,0.1245,9.944089457,Pos,Experimental Barn
149,Bovine,17/12/2020,21,6,1,6a,0.1,0.1,,0.1,8.07,Pos,Experimental Barn
156,Bovine,17/12/2020,21,6,1,6a,0.12,0.11,,0.12,9.31,Pos,Experimental Barn
153,Bovine,17/12/2020,21,6,1,6a,0.08,0.07,,0.08,6.07,Pos,Experimental Barn
162,Caprine,17/12/2020,21,6,0,6b,0.87,0.9,,0.88,70.61,Neg,Experimental Barn
169,Caprine,17/12/2020,21,6,0,6b,1.08,1.1,,1.09,87.22,Neg,Experimental Barn
173,Caprine,17/12/2020,21,6,0,6b,0.93,0.9,,0.92,73.2,Neg,Experimental Barn
185,Caprine,17/12/2020,21,6,0,6b,1.15,1.22,,1.18,94.37,Neg,Experimental Barn
172,Caprine,17/12/2020,21,5,1,5a,NA,NA,,NA,NA,NA,Positive Control
174,Caprine,17/12/2020,21,5,0,5b,0.15,0.15,,0.15,12.06,Pos,Positive Control
175,Caprine,17/12/2020,21,5,0,5b,NA,NA,,NA,NA,NA,Positive Control
179,Caprine,17/12/2020,21,5,1,5a,NA,NA,,NA,NA,NA,Positive Control
167,Caprine,17/12/2020,21,3,0,3a,1.111,1.128,,1.1195,89.41693291,Neg,Negative Control
183,Caprine,17/12/2020,21,3,0,3a,1.142,1.175,,1.1585,92.53194888,Neg,Negative Control
99,Bovine,24/12/2020,28,1,1,1a,0.123,0.119,,0.121,10.25858415,Pos,Experimental Barn
110,Bovine,24/12/2020,28,1,1,1a,0.094,0.086,,0.09,7.630351844,Pos,Experimental Barn
151,Bovine,24/12/2020,28,1,1,1a,0.092,0.086,,0.089,7.545570157,Pos,Experimental Barn
161,Bovine,24/12/2020,28,1,1,1a,0.098,0.1,,0.099,8.393387028,Pos,Experimental Barn
164,Caprine,24/12/2020,28,1,0,1b,1,0.995,,0.9975,84.56973294,Neg,Experimental Barn
171,Caprine,24/12/2020,28,1,0,1b,0.915,0.941,,0.928,78.67740568,Neg,Experimental Barn
182,Caprine,24/12/2020,28,1,0,1b,0.975,0.977,,0.976,82.74692666,Neg,Experimental Barn
180,Caprine,24/12/2020,28,1,0,1b,1.011,0.988,,0.9995,84.73929631,Neg,Experimental Barn
152,Bovine,24/12/2020,28,4,1,4a,0.108,0.102,,0.105,8.902077151,Pos,Experimental Barn
155,Bovine,24/12/2020,28,4,1,4a,0.092,0.089,,0.0905,7.672742688,Pos,Experimental Barn
158,Bovine,24/12/2020,28,4,1,4a,0.095,0.099,,0.097,8.223823654,Pos,Experimental Barn
159,Bovine,24/12/2020,28,4,1,4a,0.113,0.102,,0.1075,9.114031369,Pos,Experimental Barn
165,Caprine,24/12/2020,28,4,0,4b,1.057,1.032,,1.0445,88.55447223,Neg,Experimental Barn
166,Caprine,24/12/2020,28,4,0,4b,1.016,1.013,,1.0145,86.01102162,Neg,Experimental Barn
176,Caprine,24/12/2020,28,4,0,4b,0.923,0.947,,0.935,79.27087749,Neg,Experimental Barn
181,Caprine,24/12/2020,28,4,0,4b,NA,NA,,NA,NA,NA,Experimental Barn
113,Bovine,24/12/2020,28,6,1,6a,0.095,0.09,,0.0925,7.842306062,Pos,Experimental Barn
149,Bovine,24/12/2020,28,6,1,6a,0.078,0.077,,0.0775,6.570580755,Pos,Experimental Barn
156,Bovine,24/12/2020,28,6,1,6a,0.106,0.104,,0.105,8.902077151,Pos,Experimental Barn
153,Bovine,24/12/2020,28,6,1,6a,0.068,0.065,,0.0665,5.637982196,Pos,Experimental Barn
162,Caprine,24/12/2020,28,6,0,6b,0.758,0.778,,0.768,65.11233574,Neg,Experimental Barn
169,Caprine,24/12/2020,28,6,0,6b,0.975,0.977,,0.976,82.74692666,Neg,Experimental Barn
173,Caprine,24/12/2020,28,6,0,6b,0.821,0.809,,0.815,69.09707503,Neg,Experimental Barn
185,Caprine,24/12/2020,28,6,0,6b,1.021,1.002,,1.0115,85.75667656,Neg,Experimental Barn
172,Caprine,24/12/2020,28,5,1,5a,NA,NA,,NA,NA,NA,Positive Control
174,Caprine,24/12/2020,28,5,0,5b,0.089,0.092,,0.0905,7.672742688,Pos,Positive Control
175,Caprine,24/12/2020,28,5,0,5b,NA,NA,,NA,NA,NA,Positive Control
179,Caprine,24/12/2020,28,5,1,5a,NA,NA,,NA,NA,NA,Positive Control
167,Caprine,24/12/2020,28,3,0,3a,0.972,0.952,,0.962,81.55998304,Neg,Negative Control
183,Caprine,24/12/2020,28,3,0,3a,0.954,0.988,,0.971,82.32301823,Neg,Negative Control
99,Bovine,31/12/2020,35,1,1,1a,0.129,0.12,,0.1245,8.040038747,Pos,Experimental Barn
110,Bovine,31/12/2020,35,1,1,1a,0.103,0.098,,0.1005,6.49015176,Pos,Experimental Barn
151,Bovine,31/12/2020,35,1,1,1a,0.13,0.094,,0.112,7.232805941,Pos,Experimental Barn
161,Bovine,31/12/2020,35,1,1,1a,0.096,0.086,,0.091,5.876654827,Pos,Experimental Barn
164,Caprine,31/12/2020,35,1,0,1b,1.243,1.213,,1.228,79.30255086,Neg,Experimental Barn
171,Caprine,31/12/2020,35,1,0,1b,1.128,1.155,,1.1415,73.71649984,Neg,Experimental Barn
182,Caprine,31/12/2020,35,1,0,1b,1.293,1.324,,1.3085,84.50113013,Neg,Experimental Barn
180,Caprine,31/12/2020,35,1,0,1b,1.233,1.254,,1.2435,80.30351954,Neg,Experimental Barn
152,Bovine,31/12/2020,35,4,1,4a,0.118,0.147,,0.1325,8.556667743,Pos,Experimental Barn
155,Bovine,31/12/2020,35,4,1,4a,0.101,0.112,,0.1065,6.877623507,Pos,Experimental Barn
158,Bovine,31/12/2020,35,4,1,4a,0.106,0.109,,0.1075,6.942202131,Pos,Experimental Barn
159,Bovine,31/12/2020,35,4,1,4a,0.143,0.141,,0.142,9.170164675,Pos,Experimental Barn
165,Caprine,31/12/2020,35,4,0,4b,1.334,1.283,,1.3085,84.50113013,Neg,Experimental Barn
166,Caprine,31/12/2020,35,4,0,4b,1.416,1.348,,1.382,89.24765902,Neg,Experimental Barn
176,Caprine,31/12/2020,35,4,0,4b,1.363,1.318,,1.3405,86.56764611,Neg,Experimental Barn
181,Caprine,31/12/2020,35,4,0,4b,NA,NA,,NA,NA,NA,Experimental Barn
113,Bovine,31/12/2020,35,6,1,6a,0.115,0.128,,0.1215,7.846302874,Pos,Experimental Barn
149,Bovine,31/12/2020,35,6,1,6a,0.103,0.102,,0.1025,6.619309009,Pos,Experimental Barn
156,Bovine,31/12/2020,35,6,1,6a,0.13,0.14,,0.135,8.718114304,Pos,Experimental Barn
153,Bovine,31/12/2020,35,6,1,6a,0.093,0.075,,0.084,5.424604456,Pos,Experimental Barn
162,Caprine,31/12/2020,35,6,0,6b,0.954,0.963,,0.9585,61.89861156,Neg,Experimental Barn
169,Caprine,31/12/2020,35,6,0,6b,1.129,1.207,,1.168,75.42783339,Neg,Experimental Barn
173,Caprine,31/12/2020,35,6,0,6b,1.151,1.232,,1.1915,76.94543106,Neg,Experimental Barn
185,Caprine,31/12/2020,35,6,0,6b,1.327,1.359,,1.343,86.72909267,Neg,Experimental Barn
172,Caprine,31/12/2020,35,5,1,5a,NA,NA,,NA,NA,NA,Positive Control
174,Caprine,31/12/2020,35,5,0,5b,0.093,0.09,,0.0915,5.908944139,Pos,Positive Control
175,Caprine,31/12/2020,35,5,0,5b,NA,NA,,NA,NA,NA,Positive Control
