eartag,species,date,dpi,barn,innoc,barni,od1,od2,delete,od_avg,sn,status,expt
147,Caprine,22/8/2020,0,5,0,5b,1.068,1.097,N,1.0825,81.17735283,Neg,B
99,Bovine,22/8/2020,0,6,0,6c,1.102,1.166,N,1.134,85.03937008,Neg,Control
110,Bovine,22/8/2020,0,6,0,6c,1.203,1.21,N,1.2065,90.47619048,Neg,Control
113,Bovine,22/8/2020,0,6,0,6c,0.842,0.872,P,0.857,64.26696663,Neg,Control
131,Caprine,22/8/2020,0,6,0,6b,1.196,1.236,N,1.216,91.18860142,Neg,Control
137,Caprine,22/8/2020,0,6,0,6b,1.01,1.03,N,1.02,76.4904387,Neg,Control
141,Caprine,22/8/2020,0,6,0,6b,0.967,0.987,P,0.977,73.26584177,Neg,Control
103,Bovine,26/8/2020,4,3,1,3a,1.059,0.99,N,1.0255,78.43212237,Neg,A
106,Bovine,26/8/2020,4,3,1,3a,0.892,0.88,P,0.884,67.60994264,Neg,A
107,Bovine,26/8/2020,4,3,1,3a,0.88,0.81,P,0.8445,64.58891013,Neg,A
109,Bovine,26/8/2020,4,3,1,3a,0.99,0.88,P,0.937,71.66347992,Neg,A
122,Caprine,26/8/2020,4,3,0,3b,1.023,0.94,N,0.9815,75.06692161,Neg,A
135,Caprine,26/8/2020,4,3,0,3b,1.087,1.09,N,1.09,83.36520076,Neg,A
145,Caprine,26/8/2020,4,3,0,3b,0.934,0.93,P,0.931,71.20458891,Neg,A
148,Caprine,26/8/2020,4,3,0,3b,0.97,1,P,0.987,75.4875717,Neg,A
100,Bovine,26/8/2020,4,4,0,4c,0.845,0.88,P,0.8625,65.96558317,Neg,C
112,Bovine,26/8/2020,4,4,0,4c,0.841,0.87,P,0.854,65.31548757,Neg,C
130,Caprine,26/8/2020,4,4,1,4a,1.012,1.03,N,1.019,77.93499044,Neg,C
138,Caprine,26/8/2020,4,4,1,4a,0.929,0.97,P,0.9475,72.4665392,Neg,C
143,Caprine,26/8/2020,4,4,1,4a,0.992,0.98,P,0.9855,75.37284895,Neg,C
146,Caprine,26/8/2020,4,4,1,4a,1.006,0.99,N,0.998,76.32887189,Neg,C
129,Caprine,26/8/2020,4,4,0,4b,0.986,0.99,P,0.9875,75.52581262,Neg,C
136,Caprine,26/8/2020,4,4,0,4b,1.029,1.01,N,1.0175,77.82026769,Neg,C
121,Caprine,26/8/2020,4,5,1,5a,0.84,0.83,P,0.8355,63.90057361,Neg,B
128,Caprine,26/8/2020,4,5,1,5a,0.828,0.84,P,0.833,63.70936902,Neg,B
133,Caprine,26/8/2020,4,5,1,5a,1.021,1.04,N,1.031,78.85277247,Neg,B
139,Caprine,26/8/2020,4,5,1,5a,1.022,1,N,1.0095,77.208413,Neg,B
134,Caprine,26/8/2020,4,5,0,5b,0.806,0.81,P,0.806,61.64435946,Neg,B
142,Caprine,26/8/2020,4,5,0,5b,1.004,1.01,N,1.0055,76.90248566,Neg,B
144,Caprine,26/8/2020,4,5,0,5b,0.921,0.93,P,0.9255,70.78393881,Neg,B
147,Caprine,26/8/2020,4,5,0,5b,0.958,0.98,P,0.9675,73.99617591,Neg,B
99,Bovine,26/8/2020,4,6,0,6c,1.02,1.12,N,1.07,81.83556405,Neg,Control
110,Bovine,26/8/2020,4,6,0,6c,1.198,1.202,N,1.2,91.77820268,Neg,Control
113,Bovine,26/8/2020,4,6,0,6c,0.841,0.856,P,0.8485,64.89483748,Neg,Control
131,Caprine,26/8/2020,4,6,0,6b,1.194,1.185,N,1.1895,90.9751434,Neg,Control
137,Caprine,26/8/2020,4,6,0,6b,1,1.01,N,1.005,76.86424474,Neg,Control
141,Caprine,26/8/2020,4,6,0,6b,0.976,0.966,P,0.971,74.26386233,Neg,Control
103,Bovine,29/8/2020,7,3,1,3a,0.953,1.02,P,0.9885,72.15328467,Neg,A
106,Bovine,29/8/2020,7,3,1,3a,1.03,1.15,N,1.089,79.48905109,Neg,A
107,Bovine,29/8/2020,7,3,1,3a,0.731,0.79,P,0.761,55.54744526,Doubt,A
109,Bovine,29/8/2020,7,3,1,3a,0.718,0.76,P,0.7405,54.05109489,Doubt,A
122,Caprine,29/8/2020,7,3,0,3b,1.09,1.08,N,1.0865,79.30656934,Neg,A
135,Caprine,29/8/2020,7,3,0,3b,1.415,1.34,N,1.3765,100.4744526,Neg,A
145,Caprine,29/8/2020,7,3,0,3b,1.35,1.33,N,1.34,97.81021898,Neg,A
148,Caprine,29/8/2020,7,3,0,3b,1.45,1.39,N,1.4215,103.7591241,Neg,A
100,Bovine,29/8/2020,7,4,0,4c,1.261,1.25,N,1.257,91.75182482,Neg,C
112,Bovine,29/8/2020,7,4,0,4c,0.818,0.88,P,0.847,61.82481752,Neg,C
130,Caprine,29/8/2020,7,4,1,4a,0.172,0.18,P,0.1765,12.88321168,Pos,C
138,Caprine,29/8/2020,7,4,1,4a,0.177,0.19,P,0.182,13.28467153,Pos,C
143,Caprine,29/8/2020,7,4,1,4a,0.246,0.25,P,0.2475,18.06569343,Pos,C
146,Caprine,29/8/2020,7,4,1,4a,0.221,0.22,P,0.2215,16.16788321,Pos,C
129,Caprine,29/8/2020,7,4,0,4b,1.329,1.31,N,1.32,96.35036496,Neg,C
136,Caprine,29/8/2020,7,4,0,4b,1.437,1.44,N,1.4395,105.0729927,Neg,C
121,Caprine,29/8/2020,7,5,1,5a,0.148,0.15,P,0.1465,10.69343066,Pos,B
128,Caprine,29/8/2020,7,5,1,5a,0.2,0.2,P,0.1985,14.48905109,Pos,B
133,Caprine,29/8/2020,7,5,1,5a,0.259,0.28,P,0.2695,19.67153285,Pos,B
139,Caprine,29/8/2020,7,5,1,5a,0.367,0.37,P,0.368,26.86131387,Pos,B
134,Caprine,29/8/2020,7,5,0,5b,1.181,1.26,N,1.219,88.97810219,Neg,B
142,Caprine,29/8/2020,7,5,0,5b,1.312,1.36,N,1.336,97.51824818,Neg,B
144,Caprine,29/8/2020,7,5,0,5b,1.311,1.25,N,1.2815,93.54014599,Neg,B
147,Caprine,29/8/2020,7,5,0,5b,1.288,1.28,N,1.2835,93.68613139,Neg,B
99,Bovine,29/8/2020,7,6,0,6c,1.385,1.306,N,1.3455,98.21167883,Neg,Control
110,Bovine,29/8/2020,7,6,0,6c,1.28,1.355,N,1.3175,96.16788321,Neg,Control
113,Bovine,29/8/2020,7,6,0,6c,1.077,1.094,N,1.0855,79.23357664,Neg,Control
131,Caprine,29/8/2020,7,6,0,6b,1.392,1.392,N,1.392,101.6058394,Neg,Control
137,Caprine,29/8/2020,7,6,0,6b,1.109,1.198,N,1.1535,84.19708029,Neg,Control
141,Caprine,29/8/2020,7,6,0,6b,1.324,1.318,N,1.321,96.42335766,Neg,Control
103,Bovine,1/9/2020,10,3,1,3a,0.196,0.19,P,0.191,13.50777935,Pos,A
106,Bovine,1/9/2020,10,3,1,3a,0.153,0.14,P,0.147,10.3960396,Pos,A
107,Bovine,1/9/2020,10,3,1,3a,0.158,0.14,P,0.1485,10.50212164,Pos,A
109,Bovine,1/9/2020,10,3,1,3a,0.257,0.23,P,0.243,17.18528996,Pos,A
122,Caprine,1/9/2020,10,3,0,3b,1.113,1.09,N,1.1005,77.82885431,Neg,A
135,Caprine,1/9/2020,10,3,0,3b,1.4,1.38,N,1.3885,98.19660537,Neg,A
145,Caprine,1/9/2020,10,3,0,3b,1.302,1.29,N,1.296,91.65487977,Neg,A
148,Caprine,1/9/2020,10,3,0,3b,1.282,1.3,N,1.2915,91.33663366,Neg,A
100,Bovine,1/9/2020,10,4,0,4c,1.14,1.06,N,1.102,77.93493635,Neg,C
112,Bovine,1/9/2020,10,4,0,4c,0.827,0.8,P,0.815,57.63790665,Doubt,C
130,Caprine,1/9/2020,10,4,1,4a,0.105,0.1,P,0.1035,7.319660537,Pos,C
138,Caprine,1/9/2020,10,4,1,4a,0.091,0.09,P,0.091,6.435643564,Pos,C
143,Caprine,1/9/2020,10,4,1,4a,NA,NA,NA,NA,NA,NA,C
146,Caprine,1/9/2020,10,4,1,4a,0.075,0.08,P,0.076,5.374823197,Pos,C
129,Caprine,1/9/2020,10,4,0,4b,1.201,1.17,N,1.1845,83.76944837,Neg,C
136,Caprine,1/9/2020,10,4,0,4b,1.269,1.18,N,1.224,86.56294201,Neg,C
121,Caprine,1/9/2020,10,5,1,5a,0.093,0.09,P,0.0915,6.471004243,Pos,B
128,Caprine,1/9/2020,10,5,1,5a,NA,NA,NA,NA,NA,NA,B
133,Caprine,1/9/2020,10,5,1,5a,0.086,0.09,P,0.0855,6.046676096,Pos,B
139,Caprine,1/9/2020,10,5,1,5a,NA,NA,NA,NA,NA,NA,B
134,Caprine,1/9/2020,10,5,0,5b,1.055,1.03,N,1.04,73.55021216,Neg,B
142,Caprine,1/9/2020,10,5,0,5b,1.07,1.07,N,1.0685,75.56577086,Neg,B
144,Caprine,1/9/2020,10,5,0,5b,1.176,1.17,N,1.1735,82.99151344,Neg,B
147,Caprine,1/9/2020,10,5,0,5b,1.229,1.21,N,1.2215,86.38613861,Neg,B
99,Bovine,1/9/2020,10,6,0,6c,1.251,1.275,N,1.263,89.32107496,Neg,Control
110,Bovine,1/9/2020,10,6,0,6c,1.179,1.143,N,1.161,82.10749646,Neg,Control
113,Bovine,1/9/2020,10,6,0,6c,1.017,1.008,N,1.0125,71.60537482,Neg,Control
131,Caprine,1/9/2020,10,6,0,6b,1.278,1.286,N,1.282,90.66478076,Neg,Control
137,Caprine,1/9/2020,10,6,0,6b,1.07,1.073,N,1.0715,75.77793494,Neg,Control
141,Caprine,1/9/2020,10,6,0,6b,1.131,1.14,N,1.1355,80.30410184,Neg,Control
103,Bovine,5/9/2020,14,3,1,3a,0.115,0.11,P,0.112,7.33,Pos,A
106,Bovine,5/9/2020,14,3,1,3a,0.101,0.1,P,0.0995,6.51,Pos,A
107,Bovine,5/9/2020,14,3,1,3a,0.146,0.14,P,0.144,9.42,Pos,A
109,Bovine,5/9/2020,14,3,1,3a,0.123,0.13,P,0.1255,8.21,Pos,A
122,Caprine,5/9/2020,14,3,0,3b,0.994,0.97,P,0.9795,64.06,Neg,A
135,Caprine,5/9/2020,14,3,0,3b,1.341,1.34,N,1.3405,87.67,Neg,A
145,Caprine,5/9/2020,14,3,0,3b,1.333,1.34,N,1.3355,87.34,Neg,A
148,Caprine,5/9/2020,14,3,0,3b,1.491,1.49,N,1.4885,97.35,Neg,A
100,Bovine,5/9/2020,14,4,0,4c,0.977,1.05,P,1.0135,66.29,Neg,C
112,Bovine,5/9/2020,14,4,0,4c,0.927,0.95,P,0.9395,61.45,Neg,C
130,Caprine,5/9/2020,14,4,1,4a,0.226,0.22,P,0.2235,14.62,Pos,C
138,Caprine,5/9/2020,14,4,1,4a,0.155,0.16,P,0.158,10.33,Pos,C
143,Caprine,5/9/2020,14,4,1,4a,NA,NA,NA,NA,NA,NA,C
146,Caprine,5/9/2020,14,4,1,4a,0.151,0.16,P,0.155,10.14,Pos,C
129,Caprine,5/9/2020,14,4,0,4b,0.504,0.59,P,0.548,35.84,Pos,C
136,Caprine,5/9/2020,14,4,0,4b,0.522,0.53,P,0.526,34.4,Pos,C
121,Caprine,5/9/2020,14,5,1,5a,0.126,0.13,P,0.1265,8.27,Pos,B
128,Caprine,5/9/2020,14,5,1,5a,NA,NA,NA,NA,NA,NA,B
133,Caprine,5/9/2020,14,5,1,5a,NA,NA,NA,NA,NA,NA,B
139,Caprine,5/9/2020,14,5,1,5a,NA,NA,NA,NA,NA,NA,B
134,Caprine,5/9/2020,14,5,0,5b,0.138,0.13,P,0.136,8.89,Pos,B
142,Caprine,5/9/2020,14,5,0,5b,0.149,0.15,P,0.149,9.74,Pos,B
144,Caprine,5/9/2020,14,5,0,5b,0.251,0.25,P,0.2505,16.38,Pos,B
147,Caprine,5/9/2020,14,5,0,5b,1.154,1.16,N,1.155,75.54,Neg,B
99,Bovine,5/9/2020,14,6,0,6c,1.222,1.223,N,1.2225,79.95421844,Neg,Control
110,Bovine,5/9/2020,14,6,0,6c,1.073,1.022,N,1.0475,68.5088293,Neg,Control
113,Bovine,5/9/2020,14,6,0,6c,1.095,1.109,N,1.102,72.07325049,Neg,Control
131,Caprine,5/9/2020,14,6,0,6b,1.341,1.412,N,1.3765,90.02616089,Neg,Control
137,Caprine,5/9/2020,14,6,0,6b,1.19,1.221,N,1.2055,78.84238064,Neg,Control
141,Caprine,5/9/2020,14,6,0,6b,1.198,1.123,N,1.1605,75.89928058,Neg,Control
103,Bovine,8/9/2020,17,3,1,3a,0.125,0.12,P,0.1225,7.51,Pos,A
106,Bovine,8/9/2020,17,3,1,3a,0.138,0.13,P,0.134,8.21,Pos,A
107,Bovine,8/9/2020,17,3,1,3a,0.163,0.16,P,0.1605,9.84,Pos,A
109,Bovine,8/9/2020,17,3,1,3a,0.155,0.15,P,0.15,9.19,Pos,A
122,Caprine,8/9/2020,17,3,0,3b,1.109,1.06,N,1.083,66.38,Neg,A
135,Caprine,8/9/2020,17,3,0,3b,1.535,1.52,N,1.5285,93.69,Neg,A
145,Caprine,8/9/2020,17,3,0,3b,1.518,1.63,N,1.575,96.54,Neg,A
148,Caprine,8/9/2020,17,3,0,3b,1.595,1.57,N,1.5825,97,Neg,A
100,Bovine,8/9/2020,17,4,0,4c,0.17,0.17,P,0.171,10.48,Pos,C
112,Bovine,8/9/2020,17,4,0,4c,1.18,1.17,N,1.175,72.02,Neg,C
130,Caprine,8/9/2020,17,4,1,4a,0.264,0.26,P,0.2615,16.03,Pos,C
138,Caprine,8/9/2020,17,4,1,4a,0.142,0.14,P,0.14,8.58,Pos,C
143,Caprine,8/9/2020,17,4,1,4a,NA,NA,NA,NA,NA,NA,C
146,Caprine,8/9/2020,17,4,1,4a,0.24,0.25,P,0.246,15.08,Pos,C
129,Caprine,8/9/2020,17,4,0,4b,0.115,0.11,P,0.114,6.99,Pos,C
136,Caprine,8/9/2020,17,4,0,4b,0.108,0.11,P,0.109,6.68,Pos,C
121,Caprine,8/9/2020,17,5,1,5a,0.145,0.16,P,0.151,9.26,Pos,B
128,Caprine,8/9/2020,17,5,1,5a,NA,NA,NA,NA,NA,NA,B
133,Caprine,8/9/2020,17,5,1,5a,NA,NA,NA,NA,NA,NA,B
139,Caprine,8/9/2020,17,5,1,5a,NA,NA,NA,NA,NA,NA,B
134,Caprine,8/9/2020,17,5,0,5b,0.157,0.16,P,0.157,9.62,Pos,B
142,Caprine,8/9/2020,17,5,0,5b,0.098,0.1,P,0.098,6.01,Pos,B
144,Caprine,8/9/2020,17,5,0,5b,NA,NA,NA,NA,NA,NA,B
147,Caprine,8/9/2020,17,5,0,5b,0.31,0.32,P,0.313,19.18,Pos,B
99,Bovine,8/9/2020,17,6,0,6c,1.532,1.569,N,1.5505,95.03524364,Neg,Control
110,Bovine,8/9/2020,17,6,0,6c,1.251,1.253,N,1.252,76.73919706,Neg,Control
113,Bovine,8/9/2020,17,6,0,6c,1.145,1.155,N,1.15,70.48728164,Neg,Control
131,Caprine,8/9/2020,17,6,0,6b,1.549,1.531,N,1.54,94.39166411,Neg,Control
137,Caprine,8/9/2020,17,6,0,6b,1.316,1.282,N,1.299,79.61998161,Neg,Control
141,Caprine,8/9/2020,17,6,0,6b,1.356,1.346,N,1.351,82.80723261,Neg,Control
103,Bovine,9/12/2020,21,3,1,3a,0.092,0.09,P,0.0905,7.23,Pos,A
106,Bovine,9/12/2020,21,3,1,3a,0.102,0.11,P,0.1035,8.27,Pos,A
107,Bovine,9/12/2020,21,3,1,3a,0.122,0.12,P,0.1185,9.47,Pos,A
109,Bovine,9/12/2020,21,3,1,3a,0.103,0.1,P,0.1035,8.27,Pos,A
122,Caprine,9/12/2020,21,3,0,3b,0.823,0.81,P,0.818,65.39,Neg,A
135,Caprine,9/12/2020,21,3,0,3b,1.129,1.12,N,1.123,89.77,Neg,A
145,Caprine,9/12/2020,21,3,0,3b,1.156,1.14,N,1.148,91.77,Neg,A
148,Caprine,9/12/2020,21,3,0,3b,1.054,1.07,N,1.064,85.05,Neg,A
100,Bovine,9/12/2020,21,4,0,4c,0.075,0.08,P,0.075,6,Pos,C
112,Bovine,9/12/2020,21,4,0,4c,0.19,0.2,P,0.195,15.59,Pos,C
130,Caprine,9/12/2020,21,4,1,4a,0.181,0.19,P,0.1845,14.75,Pos,C
138,Caprine,9/12/2020,21,4,1,4a,0.101,0.11,P,0.104,8.31,Pos,C
143,Caprine,9/12/2020,21,4,1,4a,NA,NA,NA,NA,NA,NA,C
146,Caprine,9/12/2020,21,4,1,4a,0.199,0.2,P,0.2015,16.11,Pos,C
129,Caprine,9/12/2020,21,4,0,4b,0.125,0.13,P,0.129,10.31,Pos,C
136,Caprine,9/12/2020,21,4,0,4b,0.127,0.13,P,0.1275,10.19,Pos,C
121,Caprine,9/12/2020,21,5,1,5a,0.116,0.12,P,0.1165,9.31,Pos,B
128,Caprine,9/12/2020,21,5,1,5a,NA,NA,NA,NA,NA,NA,B
133,Caprine,9/12/2020,21,5,1,5a,NA,NA,NA,NA,NA,NA,B
139,Caprine,9/12/2020,21,5,1,5a,NA,NA,NA,NA,NA,NA,B
134,Caprine,9/12/2020,21,5,0,5b,NA,NA,NA,NA,NA,NA,B
142,Caprine,9/12/2020,21,5,0,5b,0.141,0.14,P,0.142,11.35,Pos,B
144,Caprine,9/12/2020,21,5,0,5b,NA,NA,NA,NA,NA,NA,B
147,Caprine,9/12/2020,21,5,0,5b,0.089,0.09,P,0.09,7.19,Pos,B
99,Bovine,9/12/2020,21,6,0,6c,1.133,1.147,N,1.14,91.12709832,Neg,Control
110,Bovine,9/12/2020,21,6,0,6c,0.991,1.014,P,1.0025,80.13589129,Neg,Control
113,Bovine,9/12/2020,21,6,0,6c,0.892,0.903,P,0.8975,71.74260592,Neg,Control
131,Caprine,9/12/2020,21,6,0,6b,1.161,1.138,N,1.1495,91.88649081,Neg,Control
137,Caprine,9/12/2020,21,6,0,6b,1.007,1.023,N,1.015,81.13509193,Neg,Control
141,Caprine,9/12/2020,21,6,0,6b,1.019,1.032,N,1.0255,81.97442046,Neg,Control
103,Bovine,9/19/2020,28,3,1,3a,0.12,0.17,P,0.14,9.06,Pos,A
106,Bovine,9/19/2020,28,3,1,3a,0.09,0.08,P,0.09,5.51,Pos,A
107,Bovine,9/19/2020,28,3,1,3a,0.18,0.18,P,0.18,11.37,Pos,A
109,Bovine,9/19/2020,28,3,1,3a,0.14,0.14,P,0.14,9.13,Pos,A
122,Caprine,9/19/2020,28,3,0,3b,1.22,1.1,N,1.16,74.29,Neg,A
135,Caprine,9/19/2020,28,3,0,3b,1.5,1.47,N,1.48,95,Neg,A
145,Caprine,9/19/2020,28,3,0,3b,1.34,1.3,N,1.32,84.34,Neg,A
148,Caprine,9/19/2020,28,3,0,3b,1.46,1.42,N,1.44,91.96,Neg,A
100,Bovine,9/19/2020,28,4,0,4c,0.15,0.15,P,0.15,9.77,Pos,C
112,Bovine,9/19/2020,28,4,0,4c,0.09,0.09,P,0.09,5.7,Pos,C
130,Caprine,9/19/2020,28,4,1,4a,0.27,0.28,P,0.27,17.52,Pos,C
138,Caprine,9/19/2020,28,4,1,4a,0.14,0.14,P,0.14,8.81,Pos,C
143,Caprine,9/19/2020,28,4,1,4a,NA,NA,NA,NA,NA,NA,C
146,Caprine,9/19/2020,28,4,1,4a,0.29,0.31,P,0.3,19.44,Pos,C
129,Caprine,9/19/2020,28,4,0,4b,0.3,0.31,P,0.3,19.37,Pos,C
136,Caprine,9/19/2020,28,4,0,4b,0.32,0.31,P,0.32,20.27,Pos,C
121,Caprine,9/19/2020,28,5,1,5a,0.18,0.18,P,0.18,11.66,Pos,B
128,Caprine,9/19/2020,28,5,1,5a,NA,NA,NA,NA,NA,NA,B
133,Caprine,9/19/2020,28,5,1,5a,NA,NA,NA,NA,NA,NA,B
139,Caprine,9/19/2020,28,5,1,5a,NA,NA,NA,NA,NA,NA,B
134,Caprine,9/19/2020,28,5,0,5b,NA,NA,NA,NA,NA,NA,B
142,Caprine,9/19/2020,28,5,0,5b,0.25,0.24,P,0.25,15.85,Pos,B
144,Caprine,9/19/2020,28,5,0,5b,NA,NA,NA,NA,NA,NA,B
147,Caprine,9/19/2020,28,5,0,5b,0.33,0.32,P,0.33,20.91,Pos,B
99,Bovine,9/19/2020,28,6,0,6c,1.35,1.49,N,1.42,91.07,Neg,Control
110,Bovine,9/19/2020,28,6,0,6c,1.36,1.4,N,1.38,88.44,Neg,Control
113,Bovine,9/19/2020,28,6,0,6c,1.24,1.22,N,1.23,78.64,Neg,Control
131,Caprine,9/19/2020,28,6,0,6b,1.47,1.48,N,1.48,94.46,Neg,Control
137,Caprine,9/19/2020,28,6,0,6b,1.48,1.51,N,1.49,95.65,Neg,Control
141,Caprine,9/19/2020,28,6,0,6b,1.36,1.39,N,1.37,87.8,Neg,Control
103,Bovine,9/19/2020,32,3,1,3a,0.068,0.07,P,0.067,4.69,Pos,A
106,Bovine,9/19/2020,32,3,1,3a,0.06,0.06,P,0.059,4.13,Pos,A
107,Bovine,9/19/2020,32,3,1,3a,0.122,0.12,P,0.121,8.47,Pos,A
109,Bovine,9/19/2020,32,3,1,3a,0.099,0.09,P,0.0965,6.76,Pos,A
122,Caprine,9/19/2020,32,3,0,3b,1.108,1.06,N,1.0825,75.78,Neg,A
135,Caprine,9/19/2020,32,3,0,3b,1.361,1.26,N,1.3125,91.88,Neg,A
145,Caprine,9/19/2020,32,3,0,3b,1.168,1.2,N,1.1815,82.71,Neg,A
148,Caprine,9/19/2020,32,3,0,3b,1.221,1.23,N,1.2245,85.72,Neg,A
100,Bovine,9/19/2020,32,4,0,4c,0.07,0.07,P,0.07,4.9,Pos,C
112,Bovine,9/19/2020,32,4,0,4c,0.096,0.11,P,0.101,7.07,Pos,C
130,Caprine,9/19/2020,32,4,1,4a,0.177,0.18,P,0.18,12.6,Pos,C
138,Caprine,9/19/2020,32,4,1,4a,0.095,0.1,P,0.0955,6.69,Pos,C
143,Caprine,9/19/2020,32,4,1,4a,NA,NA,NA,NA,NA,NA,C
146,Caprine,9/19/2020,32,4,1,4a,0.188,0.2,P,0.1925,13.48,Pos,C
129,Caprine,9/19/2020,32,4,0,4b,0.221,0.22,P,0.2195,15.37,Pos,C
136,Caprine,9/19/2020,32,4,0,4b,0.252,0.25,P,0.2505,17.54,Pos,C
121,Caprine,9/19/2020,32,5,1,5a,0.12,0.12,P,0.122,8.54,Pos,B
128,Caprine,9/19/2020,32,5,1,5a,NA,NA,NA,NA,NA,NA,B
133,Caprine,9/19/2020,32,5,1,5a,NA,NA,NA,NA,NA,NA,B
139,Caprine,9/19/2020,32,5,1,5a,NA,NA,NA,NA,NA,NA,B
134,Caprine,9/19/2020,32,5,0,5b,NA,NA,NA,NA,NA,NA,B
142,Caprine,9/19/2020,32,5,0,5b,0.174,0.18,P,0.1765,12.36,Pos,B
144,Caprine,9/19/2020,32,5,0,5b,NA,NA,NA,NA,NA,NA,B
147,Caprine,9/19/2020,32,5,0,5b,0.237,0.25,P,0.244,17.08,Pos,B
99,Bovine,9/19/2020,32,6,0,6c,,,,,,,Control
110,Bovine,9/19/2020,32,6,0,6c,,,,,,,Control
113,Bovine,9/19/2020,32,6,0,6c,,,,,,,Control
131,Caprine,9/19/2020,32,6,0,6b,,,,,,,Control
137,Caprine,9/19/2020,32,6,0,6b,,,,,,,Control
141,Caprine,9/19/2020,32,6,0,6b,,,,,,,Control
103,Bovine,9/19/2020,35,3,1,3a,0.074,0.08,P,0.0765,5.01,Pos,A
106,Bovine,9/19/2020,35,3,1,3a,0.067,0.06,P,0.0655,4.29,Pos,A
107,Bovine,9/19/2020,35,3,1,3a,0.154,0.13,P,0.1435,9.4,Pos,A
109,Bovine,9/19/2020,35,3,1,3a,0.124,0.11,P,0.1175,7.7,Pos,A
122,Caprine,9/19/2020,35,3,0,3b,1.216,1.18,N,1.198,78.48,Neg,A
135,Caprine,9/19/2020,35,3,0,3b,1.475,1.49,N,1.4805,96.99,Neg,A
145,Caprine,9/19/2020,35,3,0,3b,1.364,1.4,N,1.3805,90.44,Neg,A
148,Caprine,9/19/2020,35,3,0,3b,1.41,1.34,N,1.377,90.21,Neg,A
100,Bovine,9/19/2020,35,4,0,4c,0.075,0.08,P,0.076,4.98,Pos,C
112,Bovine,9/19/2020,35,4,0,4c,0.107,0.11,P,0.108,7.08,Pos,C
130,Caprine,9/19/2020,35,4,1,4a,0.208,0.21,P,0.21,13.76,Pos,C
138,Caprine,9/19/2020,35,4,1,4a,0.125,0.12,P,0.1245,8.16,Pos,C
143,Caprine,9/19/2020,35,4,1,4a,NA,NA,NA,NA,NA,NA,C
146,Caprine,9/19/2020,35,4,1,4a,0.224,0.22,P,0.222,14.54,Pos,C
129,Caprine,9/19/2020,35,4,0,4b,NA,NA,NA,NA,NA,NA,C
136,Caprine,9/19/2020,35,4,0,4b,0.274,0.3,P,0.288,18.87,Pos,C
121,Caprine,9/19/2020,35,5,1,5a,0.154,0.16,P,0.1555,10.19,Pos,B
128,Caprine,9/19/2020,35,5,1,5a,NA,NA,NA,NA,NA,NA,B
133,Caprine,9/19/2020,35,5,1,5a,NA,NA,NA,NA,NA,NA,B
139,Caprine,9/19/2020,35,5,1,5a,NA,NA,NA,NA,NA,NA,B
134,Caprine,9/19/2020,35,5,0,5b,NA,NA,NA,NA,NA,NA,B
142,Caprine,9/19/2020,35,5,0,5b,0.21,0.21,P,0.208,13.63,Pos,B
