eartag,species,date,dpi,barn,innoc,barni,od1,od2,delete,od_avg,sn,status,expt
253,Caprine,31/3/2021,32,5,0,5b,1.37,1.38,N,1.38,83.25,Neg,Experimental barn
256,Bovine,31/3/2021,32,6,1,6a,0.14,0.14,P,0.14,8.56,Pos,Experimental barn
261,Bovine,31/3/2021,32,6,1,6a,0.09,0.09,P,0.09,5.38,Pos,Experimental barn
268,Bovine,31/3/2021,32,6,1,6a,0.1,0.1,P,0.1,6.17,Pos,Experimental barn
272,Bovine,31/3/2021,32,6,1,6a,0.09,0.12,P,0.1,6.26,Pos,Experimental barn
231,Caprine,31/3/2021,32,6,0,6b,1.39,1.41,N,1.4,84.64,Neg,Experimental barn
240,Caprine,31/3/2021,32,6,0,6b,1.31,1.3,N,1.3,78.65,Neg,Experimental barn
244,Caprine,31/3/2021,32,6,0,6b,1.29,1.26,N,1.28,77.14,Neg,Experimental barn
250,Caprine,31/3/2021,32,6,0,6b,1.35,1.42,N,1.39,83.79,Neg,Experimental barn
260,Bovine,3/4/2021,35,1,1,1a,0.09,0.08,P,0.09,6.5,Pos,Experimental barn
266,Bovine,3/4/2021,35,1,1,1a,0.08,0.08,P,0.08,5.92,Pos,Experimental barn
274,Bovine,3/4/2021,35,1,1,1a,0.07,0.07,P,0.07,5.43,Pos,Experimental barn
275,Bovine,3/4/2021,35,1,1,1a,0.05,0.05,P,0.05,3.94,Pos,Experimental barn
239,Caprine,3/4/2021,35,1,0,1b,1.16,1.1,N,1.13,86.24,Neg,Experimental barn
241,Caprine,3/4/2021,35,1,0,1b,1.14,1.13,N,1.13,86.51,Neg,Experimental barn
246,Caprine,3/4/2021,35,1,0,1b,1.19,1.17,N,1.18,90.26,Neg,Experimental barn
255,Caprine,3/4/2021,35,1,0,1b,1.04,1.04,N,1.04,79.63,Neg,Experimental barn
259,Bovine,3/4/2021,35,2,1,2a,0.05,0.05,P,0.05,4.05,Pos,Experimental barn
262,Bovine,3/4/2021,35,2,1,2a,0.11,0.11,P,0.11,8.22,Pos,Experimental barn
263,Bovine,3/4/2021,35,2,1,2a,0.08,0.08,P,0.08,5.85,Pos,Experimental barn
271,Bovine,3/4/2021,35,2,1,2a,0.05,0.05,P,0.05,3.74,Pos,Experimental barn
234,Caprine,3/4/2021,35,2,0,2b,0.99,0.99,P,0.99,75.51,Neg,Experimental barn
235,Caprine,3/4/2021,35,2,0,2b,0.96,0.99,P,0.97,74.44,Neg,Experimental barn
252,Caprine,3/4/2021,35,2,0,2b,1.08,1.05,N,1.06,81.24,Neg,Experimental barn
254,Caprine,3/4/2021,35,2,0,2b,0.97,0.98,P,0.97,74.4,Neg,Experimental barn
233,Caprine,3/4/2021,35,3,1,3a,,,,,,Dead,Positive control
247,Caprine,3/4/2021,35,3,1,3a,0.16,0.16,P,0.16,12.11,Pos,Positive control
236,Caprine,3/4/2021,35,4,0,4b,0.98,1.1,P,1.04,79.25,Neg,Negative control
243,Caprine,3/4/2021,35,4,0,4b,0.9,0.94,P,0.92,70.04,Neg,Negative control
258,Bovine,3/4/2021,35,5,1,5a,0.11,0.1,P,0.1,7.91,Pos,Experimental barn
265,Bovine,3/4/2021,35,5,1,5a,0.08,0.08,P,0.08,6.08,Pos,Experimental barn
269,Bovine,3/4/2021,35,5,1,5a,0.09,0.08,P,0.08,6.38,Pos,Experimental barn
273,Bovine,3/4/2021,35,5,1,5a,0.05,0.05,P,0.05,3.55,Pos,Experimental barn
232,Caprine,3/4/2021,35,5,0,5b,0.87,0.86,P,0.87,66.11,Neg,Experimental barn
245,Caprine,3/4/2021,35,5,0,5b,1.12,1.11,N,1.12,85.33,Neg,Experimental barn
248,Caprine,3/4/2021,35,5,0,5b,1.09,1.07,N,1.08,82.54,Neg,Experimental barn
253,Caprine,3/4/2021,35,5,0,5b,1.08,1.11,N,1.1,83.76,Neg,Experimental barn
256,Bovine,3/4/2021,35,6,1,6a,0.09,0.1,P,0.09,7.07,Pos,Experimental barn
261,Bovine,3/4/2021,35,6,1,6a,0.07,0.07,P,0.07,5.01,Pos,Experimental barn
268,Bovine,3/4/2021,35,6,1,6a,0.07,0.07,P,0.07,5.16,Pos,Experimental barn
272,Bovine,3/4/2021,35,6,1,6a,0.05,0.05,P,0.05,3.67,Pos,Experimental barn
231,Caprine,3/4/2021,35,6,0,6b,1.08,1.1,N,1.09,83.23,Neg,Experimental barn
240,Caprine,3/4/2021,35,6,0,6b,1.07,1.11,N,1.09,83.23,Neg,Experimental barn
244,Caprine,3/4/2021,35,6,0,6b,0.96,0.98,P,0.97,73.79,Neg,Experimental barn
250,Caprine,3/4/2021,35,6,0,6b,1.1,1.1,N,1.1,83.99,Neg,Experimental barn
