eartag,species,date,dpi,barn,innoc,barni,od,sp,status,od_f,sp_f,status_f,notes1,notes2,expt,o1,o2,n1,n2,r1,r2,wb1,wb2,omean,nmean,rmean,wbmean,retest,isolation1_dpbs,i1o,i1n,i1r
169,Caprine,26/11/2020,0,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Experimental Barn,,,,,,,,,,,,,,,,,
173,Caprine,26/11/2020,0,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Experimental Barn,,,,,,,,,,,,,,,,,
185,Caprine,26/11/2020,0,6,0,6b,NA,NA,NA,,,,not tested to save icELISA money,,Experimental Barn,,,,,,,,,,,,,,,,,
172,Caprine,26/11/2020,0,5,1,5a,NA,NA,NA,,,,not tested to save icELISA money,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
174,Caprine,26/11/2020,0,5,0,5b,NA,NA,NA,,,,not tested to save icELISA money,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
175,Caprine,26/11/2020,0,5,0,5b,NA,NA,NA,,,,not tested to save icELISA money,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
179,Caprine,26/11/2020,0,5,1,5a,NA,NA,NA,,,,not tested to save icELISA money,,Positive Control,,,,,,,,,,,,,,,,,
99,Bovine,30/11/2020,4,1,1,1a,0.072,0.52,Neg,0.153,8.15,Neg,"od,sp,status are for nasal swabs; _f is for fecal",,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
110,Bovine,30/11/2020,4,1,1,1a,0.067,0.05,Neg,0.064,-0.24,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
151,Bovine,30/11/2020,4,1,1,1a,0.08,1.27,Neg,0.089,2.12,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
161,Bovine,30/11/2020,4,1,1,1a,0.076,0.89,Neg,0.055,-1.08,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
164,Caprine,30/11/2020,4,1,0,1b,0.063,-0.33,Neg,0.054,-1.18,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
171,Caprine,30/11/2020,4,1,0,1b,0.06,-0.61,Neg,0.049,-1.65,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
182,Caprine,30/11/2020,4,1,0,1b,0.059,-0.71,Neg,0.051,-1.46,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
180,Caprine,30/11/2020,4,1,0,1b,0.055,-1.08,Neg,0.577,48.07,Pos,,,Experimental Barn,,,,,,,,,,,,,,,,,
152,Bovine,30/11/2020,4,4,1,4a,0.639,53.91,Pos,0.062,-0.42,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
155,Bovine,30/11/2020,4,4,1,4a,0.057,-0.89,Neg,0.053,-1.27,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
158,Bovine,30/11/2020,4,4,1,4a,0.06,-0.61,Neg,0.062,-0.42,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
159,Bovine,30/11/2020,4,4,1,4a,0.066,-0.05,Neg,0.054,-1.18,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
165,Caprine,30/11/2020,4,4,0,4b,0.065,-0.14,Neg,0.059,-0.71,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
166,Caprine,30/11/2020,4,4,0,4b,0.062,-0.42,Neg,0.05,-1.55,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
176,Caprine,30/11/2020,4,4,0,4b,0.053,-1.27,Neg,0.051,-1.46,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
181,Caprine,30/11/2020,4,4,0,4b,0.053,-1.27,Neg,0.055,-1.08,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
113,Bovine,30/11/2020,4,6,1,6a,0.056,-0.99,Neg,0.055,-1.08,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
149,Bovine,30/11/2020,4,6,1,6a,0.055,-1.08,Neg,0.051,-1.46,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
156,Bovine,30/11/2020,4,6,1,6a,0.055,-1.08,Neg,0.051,-1.46,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
153,Bovine,30/11/2020,4,6,1,6a,0.207,13.23,Neg,0.051,-1.46,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
162,Caprine,30/11/2020,4,6,0,6b,0.06,-0.61,Neg,0.054,-1.18,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
169,Caprine,30/11/2020,4,6,0,6b,0.059,-0.71,Neg,0.053,-1.27,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
173,Caprine,30/11/2020,4,6,0,6b,0.059,-0.71,Neg,0.056,-0.99,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
185,Caprine,30/11/2020,4,6,0,6b,0.055,-1.08,Neg,0.068,0.14,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
172,Caprine,30/11/2020,4,5,1,5a,3.311,305.51,Pos,1.16,102.97,Pos,,,Positive Control,34.2592,31.921,NA,NA,NA,NA,,,,,,,,1,1,,
174,Caprine,30/11/2020,4,5,0,5b,0.11,4.1,Neg,0.064,-0.24,Neg,,,Positive Control,26.491,26.2408,NA,NA,NA,NA,,,,,,,,0,0,,
175,Caprine,30/11/2020,4,5,0,5b,0.057,-0.89,Neg,0.064,-0.24,Neg,,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
179,Caprine,30/11/2020,4,5,1,5a,0.056,-0.99,Neg,0.079,1.18,Neg,,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
99,Bovine,3/12/2020,7,1,1,1a,0.085,1.89,Neg,0.447,42.13,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
110,Bovine,3/12/2020,7,1,1,1a,0.076,0.89,Neg,0.162,10.45,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
151,Bovine,3/12/2020,7,1,1,1a,0.185,13.01,Neg,0.114,5.11,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
161,Bovine,3/12/2020,7,1,1,1a,0.101,3.67,Neg,0.304,26.24,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
164,Caprine,3/12/2020,7,1,0,1b,0.097,3.22,Neg,0.061,-0.78,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
171,Caprine,3/12/2020,7,1,0,1b,0.077,1,Neg,0.057,-1.22,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
182,Caprine,3/12/2020,7,1,0,1b,0.076,0.89,Neg,0.082,1.56,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
180,Caprine,3/12/2020,7,1,0,1b,0.078,1.11,Neg,0.06,-0.89,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
152,Bovine,3/12/2020,7,4,1,4a,0.652,64.92,Pos,0.108,4.45,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
155,Bovine,3/12/2020,7,4,1,4a,0.089,2.33,Neg,0.076,0.89,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
158,Bovine,3/12/2020,7,4,1,4a,0.076,0.89,Neg,0.107,4.34,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
159,Bovine,3/12/2020,7,4,1,4a,0.089,2.33,Neg,0.167,11.01,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
165,Caprine,3/12/2020,7,4,0,4b,0.075,0.78,Neg,0.062,-0.67,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
166,Caprine,3/12/2020,7,4,0,4b,0.064,-0.44,Neg,0.062,-0.67,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
176,Caprine,3/12/2020,7,4,0,4b,0.057,-1.22,Neg,0.062,-0.67,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
181,Caprine,3/12/2020,7,4,0,4b,0.063,-0.56,Neg,0.09,2.45,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
113,Bovine,3/12/2020,7,6,1,6a,0.126,6.45,Neg,0.171,11.45,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
149,Bovine,3/12/2020,7,6,1,6a,0.057,-1.22,Neg,0.083,1.67,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
156,Bovine,3/12/2020,7,6,1,6a,0.101,3.67,Neg,0.131,7,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
153,Bovine,3/12/2020,7,6,1,6a,0.078,1.11,Neg,0.172,11.56,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
162,Caprine,3/12/2020,7,6,0,6b,0.073,0.56,Neg,0.063,-0.56,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
169,Caprine,3/12/2020,7,6,0,6b,0.074,0.67,Neg,0.07,0.22,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
173,Caprine,3/12/2020,7,6,0,6b,0.099,3.45,Neg,0.067,-0.11,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
185,Caprine,3/12/2020,7,6,0,6b,0.073,0.56,Neg,0.079,1.22,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
172,Caprine,3/12/2020,7,5,1,5a,3.438,374.65,Pos,3.5,381.55,Pos,,,Positive Control,18.6279,18.5344,22.6414,22.7176,19.9292,20.5837,,,,,,,,1,1,1,1
174,Caprine,3/12/2020,7,5,0,5b,3.485,379.88,Pos,1.573,167.32,Pos,,,Positive Control,20.3799,20.4177,31.2767,29.1687,25.0731,25.1403,,,,,,,,1,1,1,1
175,Caprine,3/12/2020,7,5,0,5b,0.114,5.11,Neg,0.09,2.45,Neg,,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
179,Caprine,3/12/2020,7,5,1,5a,0.125,6.34,Neg,0.08,1.33,Neg,,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
99,Bovine,6/12/2020,10,1,1,1a,0.059,1.36,Neg,0.083,4.97,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
110,Bovine,6/12/2020,10,1,1,1a,0.076,3.92,Neg,0.828,117.17,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
151,Bovine,6/12/2020,10,1,1,1a,0.065,2.26,Neg,0.086,5.42,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
161,Bovine,6/12/2020,10,1,1,1a,0.076,3.92,Neg,0.809,114.31,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
164,Caprine,6/12/2020,10,1,0,1b,0.074,3.61,Neg,0.067,2.56,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
171,Caprine,6/12/2020,10,1,0,1b,0.086,5.42,Neg,0.053,0.45,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
182,Caprine,6/12/2020,10,1,0,1b,0.226,26.51,Pos,0.059,1.36,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
180,Caprine,6/12/2020,10,1,0,1b,0.061,1.66,Neg,0.057,1.05,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
152,Bovine,6/12/2020,10,4,1,4a,0.07,3.01,Neg,0.419,55.57,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
155,Bovine,6/12/2020,10,4,1,4a,0.069,2.86,Neg,0.392,51.51,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
158,Bovine,6/12/2020,10,4,1,4a,0.078,4.22,Neg,0.344,44.28,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
159,Bovine,6/12/2020,10,4,1,4a,0.072,3.31,Neg,0.724,101.51,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
165,Caprine,6/12/2020,10,4,0,4b,0.077,4.07,Neg,0.068,2.71,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
166,Caprine,6/12/2020,10,4,0,4b,0.079,4.37,Neg,0.758,106.63,Pos,,,Experimental Barn,,,,,,,,,,,,,,,,,
176,Caprine,6/12/2020,10,4,0,4b,0.093,6.48,Neg,0.056,0.9,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
181,Caprine,6/12/2020,10,4,0,4b,0.063,1.96,Neg,0.055,0.75,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
113,Bovine,6/12/2020,10,6,1,6a,0.079,4.37,Neg,0.074,3.61,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
149,Bovine,6/12/2020,10,6,1,6a,0.057,1.05,Neg,0.111,9.19,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
156,Bovine,6/12/2020,10,6,1,6a,0.066,2.41,Neg,0.697,97.44,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
153,Bovine,6/12/2020,10,6,1,6a,0.112,9.34,Neg,0.324,41.27,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
162,Caprine,6/12/2020,10,6,0,6b,0.061,1.66,Neg,0.095,6.78,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
169,Caprine,6/12/2020,10,6,0,6b,0.074,3.61,Neg,0.09,6.02,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
173,Caprine,6/12/2020,10,6,0,6b,0.063,1.96,Neg,0.075,3.77,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
185,Caprine,6/12/2020,10,6,0,6b,0.055,0.75,Neg,0.068,2.71,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
172,Caprine,6/12/2020,10,5,1,5a,NA,NA,NA,NA,NA,NA,died 12/6/2020,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
174,Caprine,6/12/2020,10,5,0,5b,0.132,12.35,Neg,0.124,11.14,Neg,,,Positive Control,31.6691,31.13,NA,NA,NA,NA,,,,,,,,0,0,,0
175,Caprine,6/12/2020,10,5,0,5b,0.32,40.66,Pos,0.119,10.39,Neg,,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
179,Caprine,6/12/2020,10,5,1,5a,0.237,28.16,Pos,0.115,9.79,Neg,,,Positive Control,31.5448,31.1073,NA,NA,NA,NA,,,,,,,,0,0,,
99,Bovine,10/12/2020,14,1,1,1a,0.099,5.69,Neg,0.117,9.22,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
110,Bovine,10/12/2020,14,1,1,1a,0.109,7.65,Neg,0.266,38.47,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
151,Bovine,10/12/2020,14,1,1,1a,0.083,2.55,Neg,0.087,3.34,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
161,Bovine,10/12/2020,14,1,1,1a,0.098,5.5,Neg,0.152,16.09,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
164,Caprine,10/12/2020,14,1,0,1b,0.081,2.16,Neg,0.082,2.36,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
171,Caprine,10/12/2020,14,1,0,1b,0.075,0.98,Neg,0.078,1.57,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
182,Caprine,10/12/2020,14,1,0,1b,0.092,4.32,Neg,0.071,0.2,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
180,Caprine,10/12/2020,14,1,0,1b,0.086,3.14,Neg,0.062,-1.57,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
152,Bovine,10/12/2020,14,4,1,4a,0.079,1.77,Neg,0.297,44.55,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
155,Bovine,10/12/2020,14,4,1,4a,0.092,4.32,Neg,0.21,27.48,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
158,Bovine,10/12/2020,14,4,1,4a,0.088,3.53,Neg,0.169,19.43,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
159,Bovine,10/12/2020,14,4,1,4a,0.102,6.28,Neg,0.088,3.53,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
165,Caprine,10/12/2020,14,4,0,4b,0.08,1.96,Neg,0.071,0.2,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
166,Caprine,10/12/2020,14,4,0,4b,0.087,3.34,Neg,0.075,0.98,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
176,Caprine,10/12/2020,14,4,0,4b,0.077,1.37,Neg,0.065,-0.98,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
181,Caprine,10/12/2020,14,4,0,4b,0.075,0.98,Neg,0.076,1.18,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
113,Bovine,10/12/2020,14,6,1,6a,0.123,10.4,Neg,0.596,103.24,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
149,Bovine,10/12/2020,14,6,1,6a,0.093,4.51,Neg,0.379,60.65,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
156,Bovine,10/12/2020,14,6,1,6a,0.07,0,Neg,0.554,95,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
153,Bovine,10/12/2020,14,6,1,6a,0.101,6.08,Neg,0.259,37.1,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
162,Caprine,10/12/2020,14,6,0,6b,0.076,1.18,Neg,0.096,5.1,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
169,Caprine,10/12/2020,14,6,0,6b,0.086,3.14,Neg,0.096,5.1,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
173,Caprine,10/12/2020,14,6,0,6b,0.086,3.14,Neg,0.075,0.98,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
185,Caprine,10/12/2020,14,6,0,6b,0.077,1.37,Neg,0.064,-1.18,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
172,Caprine,10/12/2020,14,5,1,5a,NA,NA,NA,NA,NA,NA,died 12/6/2020,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
174,Caprine,10/12/2020,14,5,0,5b,0.104,6.67,Neg,0.094,4.71,Neg,,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
175,Caprine,10/12/2020,14,5,0,5b,3.674,707.36,Pos,3.479,669.09,Pos,,,Positive Control,22.3275,22.3313,21.9972,22.6748,20.2771,20.2925,,,,,,,,1,1,1,1
179,Caprine,10/12/2020,14,5,1,5a,0.128,11.38,Neg,0.192,23.95,Pos,,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
99,Bovine,13/12/2020,17,1,1,1a,0.094,0.86,Neg,0.118,2.74,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
110,Bovine,13/12/2020,17,1,1,1a,0.098,1.18,Neg,0.107,1.88,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
151,Bovine,13/12/2020,17,1,1,1a,0.087,0.31,Neg,0.099,1.25,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
161,Bovine,13/12/2020,17,1,1,1a,0.108,1.96,Neg,0.176,7.29,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
164,Caprine,13/12/2020,17,1,0,1b,0.081,-0.16,Neg,0.1,1.33,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
171,Caprine,13/12/2020,17,1,0,1b,0.105,1.72,Neg,0.059,-1.88,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
182,Caprine,13/12/2020,17,1,0,1b,0.113,2.35,Neg,0.096,1.02,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
180,Caprine,13/12/2020,17,1,0,1b,0.099,1.25,Neg,0.097,1.1,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
152,Bovine,13/12/2020,17,4,1,4a,0.079,-0.31,Neg,0.202,9.33,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
155,Bovine,13/12/2020,17,4,1,4a,0.087,0.31,Neg,0.098,1.18,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
158,Bovine,13/12/2020,17,4,1,4a,0.09,0.55,Neg,0.132,3.84,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
159,Bovine,13/12/2020,17,4,1,4a,0.097,1.1,Neg,0.14,4.47,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
165,Caprine,13/12/2020,17,4,0,4b,0.086,0.24,Neg,0.072,-0.86,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
166,Caprine,13/12/2020,17,4,0,4b,0.092,0.71,Neg,0.074,-0.71,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
176,Caprine,13/12/2020,17,4,0,4b,0.11,2.12,Neg,0.078,-0.39,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
181,Caprine,13/12/2020,17,4,0,4b,0.104,1.65,Neg,0.083,0,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
113,Bovine,13/12/2020,17,6,1,6a,0.095,0.94,Neg,0.131,3.76,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
149,Bovine,13/12/2020,17,6,1,6a,0.112,2.27,Neg,0.086,0.24,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
156,Bovine,13/12/2020,17,6,1,6a,0.106,1.8,Neg,0.114,2.43,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
153,Bovine,13/12/2020,17,6,1,6a,0.111,2.19,Neg,0.107,1.88,Neg,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
162,Caprine,13/12/2020,17,6,0,6b,0.078,-0.39,Neg,0.098,1.18,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
169,Caprine,13/12/2020,17,6,0,6b,0.094,0.86,Neg,0.095,0.94,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
173,Caprine,13/12/2020,17,6,0,6b,0.1,1.33,Neg,0.086,0.24,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
185,Caprine,13/12/2020,17,6,0,6b,0.099,1.25,Neg,0.102,1.49,Neg,,,Experimental Barn,,,,,,,,,,,,,,,,,
172,Caprine,13/12/2020,17,5,1,5a,NA,NA,NA,NA,NA,NA,died 12/6/2020,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
174,Caprine,13/12/2020,17,5,0,5b,0.116,2.59,Neg,0.096,1.02,Neg,,,Positive Control,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
175,Caprine,13/12/2020,17,5,0,5b,3.707,284.01,Pos,3.484,266.54,Pos,,,Positive Control,26.2775,20.3823,19.2881,18.0476,17.8391,17.2566,,,,,,,,1,1,1,1
179,Caprine,13/12/2020,17,5,1,5a,0.959,68.65,Pos,3.658,280.17,Pos,,,Positive Control,21.2906,21.1549,16.6131,16.5918,21.3595,21.2281,,,,,,,,1,1,0,1
99,Bovine,17/12/2020,21,1,1,1a,0.083,2.76,Neg,0.192,22.19,Pos,,,Experimental Barn,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
